Temporada,Player,Salario,Salario Ajustado Inflacion,Temporada,Player - Temporada
2019/20,Derrick Rose,"7,317,074","8,974,837",2019,Derrick Rose - 2019
2019/20,Brandon Ingram,"7,265,485","8,911,560",2019,Brandon Ingram - 2019
2019/20,DJ Augustin,"7,250,000","8,892,566",2019,DJ Augustin - 2019
2019/20,Darius Miller,"7,250,000","8,892,566",2019,Darius Miller - 2019
2019/20,De'Andre Hunter,"7,068,360","8,669,774",2019,De'Andre Hunter - 2019
2019/20,Josh Jackson,"7,059,480","8,658,882",2019,Josh Jackson - 2019
2019/20,Davis Bertans,"7,000,000","8,585,926",2019,Davis Bertans - 2019
2019/20,Ersan Ilyasova,"7,000,000","8,585,926",2019,Ersan Ilyasova - 2019
2019/20,Jaren Jackson Jr,"6,927,480","8,496,976",2019,Jaren Jackson Jr - 2019
2019/20,Nemanja Bjelica,"6,825,000","8,371,278",2019,Nemanja Bjelica - 2019
2019/20,Jaylen Brown,"6,534,829","8,015,366",2019,Jaylen Brown - 2019
2019/20,Jabari Parker,"6,500,000","7,972,646",2019,Jabari Parker - 2019
2019/20,Ivica Zubac,"6,481,482","7,949,932",2019,Ivica Zubac - 2019
2019/20,Darius Garland,"6,400,920","7,851,118",2019,Darius Garland - 2019
2019/20,De'Aaron Fox,"6,392,760","7,841,109",2019,De'Aaron Fox - 2019
2019/20,Trae Young,"6,273,000","7,694,216",2019,Trae Young - 2019
2019/20,Ishmael Smith,"6,000,000","7,359,365",2019,Ishmael Smith - 2019
2019/20,Montrezl Harrell,"6,000,000","7,359,365",2019,Montrezl Harrell - 2019
2019/20,Marco Belinelli,"5,846,154","7,170,664",2019,Marco Belinelli - 2019
2019/20,Jarrett Culver,"5,813,640","7,130,783",2019,Jarrett Culver - 2019
2019/20,Jonathan Isaac,"5,806,440","7,121,952",2019,Jonathan Isaac - 2019
2019/20,Rodney Hood,"5,718,000","7,013,475",2019,Rodney Hood - 2019
2019/20,Mo Bamba,"5,697,600","6,988,453",2019,Mo Bamba - 2019
2019/20,Trey Lyles,"5,500,000","6,746,085",2019,Trey Lyles - 2019
2019/20,Aron Baynes,"5,453,280","6,688,780",2019,Aron Baynes - 2019
2019/20,Kris Dunn,"5,348,007","6,559,656",2019,Kris Dunn - 2019
2019/20,Coby White,"5,307,120","6,509,506",2019,Coby White - 2019
2019/20,Lauri Markkanen,"5,300,400","6,501,263",2019,Lauri Markkanen - 2019
2019/20,Wendell Carter,"5,201,400","6,379,834",2019,Wendell Carter - 2019
2019/20,Luol Deng,"5,000,000","6,132,804",2019,Luol Deng - 2019
2019/20,Daniel Theis,"5,000,000","6,132,804",2019,Daniel Theis - 2019
2019/20,Jaxson Hayes,"4,862,040","5,963,588",2019,Jaxson Hayes - 2019
2019/20,Buddy Hield,"4,861,207","5,962,566",2019,Buddy Hield - 2019
2019/20,Frank Ntilikina,"4,855,800","5,955,934",2019,Frank Ntilikina - 2019
2019/20,Rodney McGruder,"4,807,693","5,896,928",2019,Rodney McGruder - 2019
2019/20,Ed Davis,"4,767,000","5,847,016",2019,Ed Davis - 2019
2019/20,Richaun Holmes,"4,767,000","5,847,016",2019,Richaun Holmes - 2019
2019/20,Frank Kaminsky,"4,767,000","5,847,016",2019,Frank Kaminsky - 2019
2019/20,Mike Scott,"4,767,000","5,847,016",2019,Mike Scott - 2019
2019/20,Robin Lopez,"4,767,000","5,847,016",2019,Robin Lopez - 2019
2019/20,Avery Bradley,"4,767,000","5,847,016",2019,Avery Bradley - 2019
2019/20,JaMychal Green,"4,767,000","5,847,016",2019,JaMychal Green - 2019
2019/20,Justin Holiday,"4,767,000","5,847,016",2019,Justin Holiday - 2019
2019/20,Garrett Temple,"4,767,000","5,847,016",2019,Garrett Temple - 2019
2019/20,Enes Kanter,"4,767,000","5,847,016",2019,Enes Kanter - 2019
2019/20,Collin Sexton,"4,764,960","5,844,513",2019,Collin Sexton - 2019
2019/20,Rui Hachimura,"4,469,160","5,481,697",2019,Rui Hachimura - 2019
2019/20,Kevon Looney,"4,464,286","5,475,718",2019,Kevon Looney - 2019
2019/20,Dennis Smith,"4,463,640","5,474,926",2019,Dennis Smith - 2019
2019/20,Jamal Murray,"4,444,746","5,451,751",2019,Jamal Murray - 2019
2019/20,Kevin Knox,"4,380,120","5,372,484",2019,Kevin Knox - 2019
2019/20,Cam Reddish,"4,245,720","5,207,634",2019,Cam Reddish - 2019
2019/20,Zach Collins,"4,240,200","5,200,863",2019,Zach Collins - 2019
2019/20,Mikal Bridges,"4,161,000","5,103,720",2019,Mikal Bridges - 2019
2019/20,Alex Len,"4,160,000","5,102,493",2019,Alex Len - 2019
2019/20,Nicolo Melli,"4,102,564","5,032,044",2019,Nicolo Melli - 2019
2019/20,Cameron Johnson,"4,033,440","4,947,259",2019,Cameron Johnson - 2019
2019/20,Malik Monk,"4,028,400","4,941,078",2019,Malik Monk - 2019
2019/20,Patrick McCaw,"4,000,000","4,906,243",2019,Patrick McCaw - 2019
2019/20,Reggie Bullock,"4,000,000","4,906,243",2019,Reggie Bullock - 2019
2019/20,JaVale McGee,"4,000,000","4,906,243",2019,JaVale McGee - 2019
2019/20,Dorian Finney-Smith,"4,000,000","4,906,243",2019,Dorian Finney-Smith - 2019
2019/20,Shai Gilgeous-Alexander,"3,952,920","4,848,497",2019,Shai Gilgeous-Alexander - 2019
2019/20,PJ Washington,"3,831,840","4,699,985",2019,PJ Washington - 2019
2019/20,Luke Kennard,"3,827,160","4,694,244",2019,Luke Kennard - 2019
2019/20,Miles Bridges,"3,755,400","4,606,226",2019,Miles Bridges - 2019
2019/20,Jakob Poeltl,"3,754,885","4,605,595",2019,Jakob Poeltl - 2019
2019/20,Tyler Herro,"3,640,200","4,464,927",2019,Tyler Herro - 2019
2019/20,Donovan Mitchell,"3,635,760","4,459,481",2019,Donovan Mitchell - 2019
2019/20,Stanley Johnson,"3,623,000","4,443,830",2019,Stanley Johnson - 2019
2019/20,Jake Layman,"3,581,986","4,393,524",2019,Jake Layman - 2019
2019/20,Thon Maker,"3,569,643","4,378,384",2019,Thon Maker - 2019
2019/20,Jerome Robinson,"3,567,720","4,376,026",2019,Jerome Robinson - 2019
2019/20,Danuel House,"3,540,000","4,342,025",2019,Danuel House - 2019
2019/20,Domantas Sabonis,"3,529,554","4,329,213",2019,Domantas Sabonis - 2019
2019/20,DeMarcus Cousins,"3,500,000","4,292,963",2019,DeMarcus Cousins - 2019
2019/20,TJ McConnell,"3,500,000","4,292,963",2019,TJ McConnell - 2019
2019/20,Boban Marjanovic,"3,500,000","4,292,963",2019,Boban Marjanovic - 2019
2019/20,Dario Saric,"3,481,985","4,270,866",2019,Dario Saric - 2019
2019/20,Taurean Prince,"3,481,985","4,270,866",2019,Taurean Prince - 2019
2019/20,Romeo Langford,"3,458,400","4,241,938",2019,Romeo Langford - 2019
2019/20,Bam Adebayo,"3,454,080","4,236,639",2019,Bam Adebayo - 2019
2019/20,Michael Porter,"3,389,400","4,157,305",2019,Michael Porter - 2019
2019/20,Denzel Valentine,"3,377,568","4,142,792",2019,Denzel Valentine - 2019
2019/20,Juan Hernangomez,"3,321,029","4,073,444",2019,Juan Hernangomez - 2019
2019/20,Sekou Doumbouya,"3,285,120","4,029,399",2019,Sekou Doumbouya - 2019
2019/20,Justin Jackson,"3,280,920","4,024,248",2019,Justin Jackson - 2019
2019/20,Troy Brown,"3,219,480","3,948,888",2019,Troy Brown - 2019
2019/20,Yogi Ferrell,"3,150,000","3,863,666",2019,Yogi Ferrell - 2019
2019/20,Zhaire Smith,"3,058,800","3,751,804",2019,Zhaire Smith - 2019
2019/20,Khem Birch,"3,000,000","3,679,682",2019,Khem Birch - 2019
2019/20,Quinn Cook,"3,000,000","3,679,682",2019,Quinn Cook - 2019
2019/20,Ryan Arcidiacono,"3,000,000","3,679,682",2019,Ryan Arcidiacono - 2019
2019/20,Nickeil Alexander-Walker,"2,964,840","3,636,556",2019,Nickeil Alexander-Walker - 2019
2019/20,DJ Wilson,"2,961,120","3,631,994",2019,DJ Wilson - 2019
2019/20,Cedi Osman,"2,907,143","3,565,788",2019,Cedi Osman - 2019
2019/20,Donte DiVincenzo,"2,905,800","3,564,140",2019,Donte DiVincenzo - 2019
2019/20,Bryn Forbes,"2,875,000","3,526,362",2019,Bryn Forbes - 2019
2019/20,Goga Bitadze,"2,816,760","3,454,927",2019,Goga Bitadze - 2019
2019/20,TJ Leaf,"2,813,280","3,450,659",2019,TJ Leaf - 2019
2019/20,Lonnie Walker,"2,764,200","3,390,459",2019,Lonnie Walker - 2019
2019/20,Alex Caruso,"2,750,000","3,373,042",2019,Alex Caruso - 2019
2019/20,Malik Beasley,"2,731,713","3,350,612",2019,Malik Beasley - 2019
2019/20,Luka Samanic,"2,689,920","3,299,350",2019,Luka Samanic - 2019
2019/20,John Collins,"2,686,560","3,295,229",2019,John Collins - 2019
2019/20,Kevin Huerter,"2,636,280","3,233,558",2019,Kevin Huerter - 2019
2019/20,Caris LeVert,"2,625,717","3,220,601",2019,Caris LeVert - 2019
2019/20,Marko Guduric,"2,625,000","3,219,722",2019,Marko Guduric - 2019
2019/20,DeAndre Bembry,"2,603,981","3,193,941",2019,DeAndre Bembry - 2019
2019/20,Matisse Thybulle,"2,582,160","3,167,176",2019,Matisse Thybulle - 2019
2019/20,Harry Giles,"2,578,800","3,163,055",2019,Harry Giles - 2019
2019/20,Wesley Matthews,"2,564,753","3,145,825",2019,Wesley Matthews - 2019
2019/20,Kyle Korver,"2,564,753","3,145,825",2019,Kyle Korver - 2019
2019/20,Udonis Haslem,"2,564,753","3,145,825",2019,Udonis Haslem - 2019
2019/20,Jared Dudley,"2,564,753","3,145,825",2019,Jared Dudley - 2019
2019/20,Rajon Rondo,"2,564,753","3,145,825",2019,Rajon Rondo - 2019
2019/20,Dwight Howard,"2,564,753","3,145,825",2019,Dwight Howard - 2019
2019/20,Tyson Chandler,"2,564,753","3,145,825",2019,Tyson Chandler - 2019
2019/20,Thabo Sefolosha,"2,564,753","3,145,825",2019,Thabo Sefolosha - 2019
2019/20,Jose Juan Barea,"2,564,753","3,145,825",2019,Jose Juan Barea - 2019
2019/20,Wilson Chandler,"2,564,753","3,145,825",2019,Wilson Chandler - 2019
2019/20,Vince Carter,"2,564,753","3,145,825",2019,Vince Carter - 2019
2019/20,Josh Okogie,"2,530,680","3,104,033",2019,Josh Okogie - 2019
2019/20,Vincent Poirier,"2,505,793","3,073,507",2019,Vincent Poirier - 2019
2019/20,Rondae Hollis-Jefferson,"2,500,000","3,066,402",2019,Rondae Hollis-Jefferson - 2019
2019/20,Brandon Clarke,"2,478,840","3,040,448",2019,Brandon Clarke - 2019
2019/20,Terrance Ferguson,"2,475,840","3,036,768",2019,Terrance Ferguson - 2019
2019/20,Grayson Allen,"2,429,400","2,979,807",2019,Grayson Allen - 2019
2019/20,Alfonzo McKinnie,"2,391,985","2,933,915",2019,Alfonzo McKinnie - 2019
2019/20,Grant Williams,"2,379,840","2,919,018",2019,Grant Williams - 2019
2019/20,Jarrett Allen,"2,376,840","2,915,339",2019,Jarrett Allen - 2019
2019/20,Pascal Siakam,"2,351,838","2,884,672",2019,Pascal Siakam - 2019
2019/20,Skal Labissiere,"2,338,846","2,868,737",2019,Skal Labissiere - 2019
2019/20,Chandler Hutchison,"2,332,320","2,860,732",2019,Chandler Hutchison - 2019
2019/20,Patrick Patterson,"2,331,593","2,859,840",2019,Patrick Patterson - 2019
2019/20,Dejounte Murray,"2,321,735","2,847,749",2019,Dejounte Murray - 2019
2019/20,Alec Burks,"2,320,044","2,845,675",2019,Alec Burks - 2019
2019/20,Damian Jones,"2,305,057","2,827,292",2019,Damian Jones - 2019
2019/20,Darius Bazley,"2,284,800","2,802,446",2019,Darius Bazley - 2019
2019/20,OG Anunoby,"2,281,800","2,798,766",2019,OG Anunoby - 2019
2019/20,Ante Zizic,"2,281,800","2,798,766",2019,Ante Zizic - 2019
2019/20,Markieff Morris,"2,259,887","2,771,889",2019,Markieff Morris - 2019
2019/20,Luke Kornet,"2,250,000","2,759,762",2019,Luke Kornet - 2019
2019/20,Aaron Holiday,"2,239,200","2,746,515",2019,Aaron Holiday - 2019
2019/20,Ty Jerome,"2,193,480","2,690,436",2019,Ty Jerome - 2019
2019/20,Willie Cauley-Stein,"2,177,483","2,670,815",2019,Willie Cauley-Stein - 2019
2019/20,Kyle O'Quinn,"2,174,318","2,666,933",2019,Kyle O'Quinn - 2019
2019/20,Austin Rivers,"2,174,310","2,666,923",2019,Austin Rivers - 2019
2019/20,Carmelo Anthony,"2,159,029","2,648,180",2019,Carmelo Anthony - 2019
2019/20,Anfernee Simons,"2,149,560","2,636,566",2019,Anfernee Simons - 2019
2019/20,Nassir Little,"2,105,520","2,582,548",2019,Nassir Little - 2019
2019/20,Moritz Wagner,"2,063,520","2,531,033",2019,Moritz Wagner - 2019
2019/20,Dylan Windler,"2,035,800","2,497,032",2019,Dylan Windler - 2019
2019/20,Caleb Swanigan,"2,033,160","2,493,794",2019,Caleb Swanigan - 2019
2019/20,Michael Carter-Williams,"2,028,594","2,488,194",2019,Michael Carter-Williams - 2019
2019/20,Mike Muscala,"2,028,594","2,488,194",2019,Mike Muscala - 2019
2019/20,Ben McLemore,"2,028,594","2,488,194",2019,Ben McLemore - 2019
2019/20,Edmond Sumner,"2,000,000","2,453,121",2019,Edmond Sumner - 2019
2019/20,Torrey Craig,"2,000,000","2,453,121",2019,Torrey Craig - 2019
2019/20,Noah Vonleh,"2,000,000","2,453,121",2019,Noah Vonleh - 2019
2019/20,Landry Shamet,"1,995,120","2,447,136",2019,Landry Shamet - 2019
2019/20,Mfiondu Kabengele,"1,977,000","2,424,910",2019,Mfiondu Kabengele - 2019
2019/20,Kyle Kuzma,"1,974,600","2,421,967",2019,Kyle Kuzma - 2019
2019/20,Jordan Poole,"1,964,760","2,409,897",2019,Jordan Poole - 2019
2019/20,Tony Bradley,"1,962,360","2,406,954",2019,Tony Bradley - 2019
2019/20,Keldon Johnson,"1,950,600","2,392,529",2019,Keldon Johnson - 2019
2019/20,Derrick White,"1,948,080","2,389,438",2019,Derrick White - 2019
2019/20,Robert Williams,"1,937,520","2,376,486",2019,Robert Williams - 2019
2019/20,Josh Hart,"1,934,160","2,372,365",2019,Josh Hart - 2019
2019/20,Jacob Evans,"1,925,880","2,362,209",2019,Jacob Evans - 2019
2019/20,Dzanan Musa,"1,911,600","2,344,693",2019,Dzanan Musa - 2019
2019/20,Omari Spellman,"1,897,800","2,327,767",2019,Omari Spellman - 2019
2019/20,Glenn Robinson III,"1,882,867","2,309,451",2019,Glenn Robinson III - 2019
2019/20,James Ennis,"1,882,867","2,309,451",2019,James Ennis - 2019
2019/20,Nerlens Noel,"1,882,867","2,309,451",2019,Nerlens Noel - 2019
2019/20,Shabazz Napier,"1,845,301","2,263,374",2019,Shabazz Napier - 2019
2019/20,Bruno Caboclo,"1,845,301","2,263,374",2019,Bruno Caboclo - 2019
2019/20,JR Smith,"1,746,470","2,142,151",2019,JR Smith - 2019
2019/20,Emmanuel Mudiay,"1,737,145","2,130,714",2019,Emmanuel Mudiay - 2019
2019/20,Mario Hezonja,"1,737,145","2,130,714",2019,Mario Hezonja - 2019
2019/20,Raul Neto,"1,737,145","2,130,714",2019,Raul Neto - 2019
2019/20,JaKarr Sampson,"1,737,145","2,130,714",2019,JaKarr Sampson - 2019
2019/20,Pat Connaughton,"1,723,050","2,113,425",2019,Pat Connaughton - 2019
2019/20,Jahlil Okafor,"1,702,486","2,088,202",2019,Jahlil Okafor - 2019
2019/20,Rodions Kurucs,"1,699,236","2,084,216",2019,Rodions Kurucs - 2019
2019/20,Cheick Diallo,"1,678,854","2,059,216",2019,Cheick Diallo - 2019
2019/20,Willy Hernangomez,"1,676,735","2,056,617",2019,Willy Hernangomez - 2019
2019/20,Georges Niang,"1,645,357","2,018,130",2019,Georges Niang - 2019
2019/20,Derrick Jones,"1,645,357","2,018,130",2019,Derrick Jones - 2019
2019/20,Christian Wood,"1,645,357","2,018,130",2019,Christian Wood - 2019
2019/20,Treveon Graham,"1,645,357","2,018,130",2019,Treveon Graham - 2019
2019/20,Furkan Korkmaz,"1,620,564","1,987,720",2019,Furkan Korkmaz - 2019
2019/20,Shaquille Harrison,"1,620,564","1,987,720",2019,Shaquille Harrison - 2019
2019/20,Royce O'Neale,"1,618,520","1,985,213",2019,Royce O'Neale - 2019
2019/20,Wesley Iwundu,"1,618,520","1,985,213",2019,Wesley Iwundu - 2019
2019/20,Abdel Nader,"1,618,520","1,985,213",2019,Abdel Nader - 2019
2019/20,Damyean Dotson,"1,618,520","1,985,213",2019,Damyean Dotson - 2019
2019/20,Frank Jackson,"1,618,520","1,985,213",2019,Frank Jackson - 2019
2019/20,Sterling Brown,"1,618,520","1,985,213",2019,Sterling Brown - 2019
2019/20,Dillon Brooks,"1,618,520","1,985,213",2019,Dillon Brooks - 2019
2019/20,Dwayne Bacon,"1,618,520","1,985,213",2019,Dwayne Bacon - 2019
2019/20,Semi Ojeleye,"1,618,520","1,985,213",2019,Semi Ojeleye - 2019
2019/20,Chris Boucher,"1,588,231","1,948,062",2019,Chris Boucher - 2019
2019/20,Malcolm Miller,"1,588,231","1,948,062",2019,Malcolm Miller - 2019
2019/20,Monte Morris,"1,588,231","1,948,062",2019,Monte Morris - 2019
2019/20,Mitchell Robinson,"1,559,712","1,913,081",2019,Mitchell Robinson - 2019
2019/20,Nigel Williams-Goss,"1,500,000","1,839,841",2019,Nigel Williams-Goss - 2019
2019/20,Isaiah Roby,"1,500,000","1,839,841",2019,Isaiah Roby - 2019
2019/20,Wenyen Gabriel,"1,445,697","1,773,235",2019,Wenyen Gabriel - 2019
2019/20,Shake Milton,"1,445,697","1,773,235",2019,Shake Milton - 2019
2019/20,Theo Pinson,"1,445,697","1,773,235",2019,Theo Pinson - 2019
2019/20,Thanasis Antetokounmpo,"1,445,697","1,773,235",2019,Thanasis Antetokounmpo - 2019
2019/20,Brad Wanamaker,"1,445,697","1,773,235",2019,Brad Wanamaker - 2019
2019/20,Isaac Bonga,"1,416,852","1,737,855",2019,Isaac Bonga - 2019
2019/20,Chimezie Metu,"1,416,852","1,737,855",2019,Chimezie Metu - 2019
2019/20,Gary Trent Jr,"1,416,852","1,737,855",2019,Gary Trent Jr - 2019
2019/20,Elie Okobo,"1,416,852","1,737,855",2019,Elie Okobo - 2019
2019/20,Jevon Carter,"1,416,852","1,737,855",2019,Jevon Carter - 2019
2019/20,Ryan Broekhoff,"1,416,852","1,737,855",2019,Ryan Broekhoff - 2019
2019/20,Melvin Frazier,"1,416,852","1,737,855",2019,Melvin Frazier - 2019
2019/20,Deonte Burton,"1,416,852","1,737,855",2019,Deonte Burton - 2019
2019/20,Hamidou Diallo,"1,416,852","1,737,855",2019,Hamidou Diallo - 2019
2019/20,Kenrich Williams,"1,416,852","1,737,855",2019,Kenrich Williams - 2019
2019/20,Jarred Vanderbilt,"1,416,852","1,737,855",2019,Jarred Vanderbilt - 2019
2019/20,Duncan Robinson,"1,416,852","1,737,855",2019,Duncan Robinson - 2019
2019/20,Kendrick Nunn,"1,416,852","1,737,855",2019,Kendrick Nunn - 2019
2019/20,De'Anthony Melton,"1,416,852","1,737,855",2019,De'Anthony Melton - 2019
2019/20,Alize Johnson,"1,416,852","1,737,855",2019,Alize Johnson - 2019
2019/20,Bruce Brown,"1,416,852","1,737,855",2019,Bruce Brown - 2019
2019/20,Khyri Thomas,"1,416,852","1,737,855",2019,Khyri Thomas - 2019
2019/20,Sviatoslav Mykhailiuk,"1,416,852","1,737,855",2019,Sviatoslav Mykhailiuk - 2019
2019/20,Keita Bates-Diop,"1,416,852","1,737,855",2019,Keita Bates-Diop - 2019
2019/20,Jalen Brunson,"1,416,852","1,737,855",2019,Jalen Brunson - 2019
2019/20,Devonte Graham,"1,416,852","1,737,855",2019,Devonte Graham - 2019
2019/20,Jaylen Nowell,"1,400,000","1,717,185",2019,Jaylen Nowell - 2019
2019/20,Bruno Fernando,"1,400,000","1,717,185",2019,Bruno Fernando - 2019
2019/20,Kevin Porter,"1,290,960","1,583,441",2019,Kevin Porter - 2019
2019/20,Jordan McRae,"1,254,933","1,539,251",2019,Jordan McRae - 2019
2019/20,Carsen Edwards,"1,228,026","1,506,248",2019,Carsen Edwards - 2019
2019/20,Cody Martin,"1,173,310","1,439,136",2019,Cody Martin - 2019
2019/20,Gary Payton II,"1,052,909","1,291,457",2019,Gary Payton II - 2019
2019/20,Admiral Schofield,"1,000,000","1,226,560",2019,Admiral Schofield - 2019
2019/20,Terance Mann,"1,000,000","1,226,560",2019,Terance Mann - 2019
2019/20,David Nwaba,"903,111","1,107,720",2019,David Nwaba - 2019
2019/20,Miye Oni,"898,310","1,101,831",2019,Miye Oni - 2019
2019/20,Dewan Hernandez,"898,310","1,101,831",2019,Dewan Hernandez - 2019
2019/20,Terence Davis,"898,310","1,101,831",2019,Terence Davis - 2019
2019/20,Matt Thomas,"898,310","1,101,831",2019,Matt Thomas - 2019
2019/20,Justin James,"898,310","1,101,831",2019,Justin James - 2019
2019/20,DaQuan Jeffries,"898,310","1,101,831",2019,DaQuan Jeffries - 2019
2019/20,Jalen Lecque,"898,310","1,101,831",2019,Jalen Lecque - 2019
2019/20,Ignas Brazdeikis,"898,310","1,101,831",2019,Ignas Brazdeikis - 2019
2019/20,Naz Reid,"898,310","1,101,831",2019,Naz Reid - 2019
2019/20,KZ Okpala,"898,310","1,101,831",2019,KZ Okpala - 2019
2019/20,Talen Horton-Tucker,"898,310","1,101,831",2019,Talen Horton-Tucker - 2019
2019/20,Eric Paschall,"898,310","1,101,831",2019,Eric Paschall - 2019
2019/20,Alen Smailagic,"898,310","1,101,831",2019,Alen Smailagic - 2019
2019/20,Vlatko Cancar,"898,310","1,101,831",2019,Vlatko Cancar - 2019
2019/20,Daniel Gafford,"898,310","1,101,831",2019,Daniel Gafford - 2019
2019/20,Caleb Martin,"898,310","1,101,831",2019,Caleb Martin - 2019
2019/20,Jalen McDaniels,"898,310","1,101,831",2019,Jalen McDaniels - 2019
2019/20,Nicolas Claxton,"898,310","1,101,831",2019,Nicolas Claxton - 2019
2019/20,Javonte Green,"898,310","1,101,831",2019,Javonte Green - 2019
2019/20,Damion Lee,"842,327","1,033,165",2019,Damion Lee - 2019
2019/20,Jeff Green,"840,427","1,030,834",2019,Jeff Green - 2019
2019/20,Timothe Luwawu,"837,583","1,027,346",2019,Timothe Luwawu - 2019
2019/20,Juwan Morgan,"746,054","915,080",2019,Juwan Morgan - 2019
2019/20,Gary Clark,"718,765","881,609",2019,Gary Clark - 2019
2019/20,Marvin Williams,"604,278","741,183",2019,Marvin Williams - 2019
2019/20,Michael Kidd-Gilchrist,"595,122","729,953",2019,Michael Kidd-Gilchrist - 2019
2019/20,Rayjon Tucker,"578,573","709,655",2019,Rayjon Tucker - 2019
2019/20,Chris Clemons,"563,346","690,978",2019,Chris Clemons - 2019
2019/20,Brandon Goodwin,"522,738","641,170",2019,Brandon Goodwin - 2019
2019/20,Reggie Jackson,"512,721","628,883",2019,Reggie Jackson - 2019
2019/20,Justin Patton,"483,115","592,569",2019,Justin Patton - 2019
2019/20,Anzejs Pasecniks,"482,144","591,379",2019,Anzejs Pasecniks - 2019
2019/20,Chris Silva,"466,918","572,703",2019,Chris Silva - 2019
2019/20,Troy Daniels,"458,439","562,303",2019,Troy Daniels - 2019
2019/20,Anthony Tolliver,"434,704","533,190",2019,Anthony Tolliver - 2019
2019/20,Joakim Noah,"381,360","467,761",2019,Joakim Noah - 2019
2019/20,Dion Waiters,"375,385","460,432",2019,Dion Waiters - 2019
2019/20,Dean Wade,"375,000","459,960",2019,Dean Wade - 2019
2019/20,Norvel Pelle,"350,189","429,528",2019,Norvel Pelle - 2019
2019/20,Ky Bowman,"350,189","429,528",2019,Ky Bowman - 2019
2019/20,Juan Toscano-Anderson,"350,189","429,528",2019,Juan Toscano-Anderson - 2019
2019/20,Jamal Crawford,"289,803","355,461",2019,Jamal Crawford - 2019
2019/20,Jordan Bell,"250,000","306,640",2019,Jordan Bell - 2019
2019/20,Tyler Zeller,"245,686","301,348",2019,Tyler Zeller - 2019
2019/20,Trey Burke,"229,220","281,152",2019,Trey Burke - 2019
2019/20,Jontay Porter,"197,933","242,776",2019,Jontay Porter - 2019
2019/20,Jerian Grant,"196,288","240,759",2019,Jerian Grant - 2019
2019/20,Cameron Payne,"196,288","240,759",2019,Cameron Payne - 2019
2019/20,Dragan Bender,"189,700","232,678",2019,Dragan Bender - 2019
2019/20,Mychal Mulder,"187,782","230,326",2019,Mychal Mulder - 2019
2019/20,Corey Brewer,"183,115","224,601",2019,Corey Brewer - 2019
2019/20,Sindarius Thornwell,"183,115","224,601",2019,Sindarius Thornwell - 2019
2019/20,PJ Dozier,"183,115","224,601",2019,PJ Dozier - 2019
2019/20,Tyler Johnson,"183,115","224,601",2019,Tyler Johnson - 2019
2019/20,Jaylen Adams,"163,356","200,366",2019,Jaylen Adams - 2019
2019/20,Joe Chealey,"163,356","200,366",2019,Joe Chealey - 2019
2019/20,Johnathan Williams,"161,245","197,776",2019,Johnathan Williams - 2019
2019/20,Luguentz Dort,"155,647","190,910",2019,Luguentz Dort - 2019
2019/20,Oshae Brissett,"129,568","158,923",2019,Oshae Brissett - 2019
2019/20,JP Macura,"106,181","130,237",2019,JP Macura - 2019
2019/20,Donta Hall,"101,504","124,500",2019,Donta Hall - 2019
2019/20,Chasson Randle,"91,557","112,300",2019,Chasson Randle - 2019
2019/20,Sheldon Mac,"91,557","112,300",2019,Sheldon Mac - 2019
2019/20,Jonah Bolden,"89,846","110,201",2019,Jonah Bolden - 2019
2019/20,Derrick Walton,"81,678","100,183",2019,Derrick Walton - 2019
2019/20,Garrison Mathews,"79,568","97,595",2019,Garrison Mathews - 2019
2019/20,Justin Wright-Foreman,"79,568","97,595",2019,Justin Wright-Foreman - 2019
2019/20,Jarrell Brantley,"79,568","97,595",2019,Jarrell Brantley - 2019
2019/20,Paul Watson,"79,568","97,595",2019,Paul Watson - 2019
2019/20,Quinndary Weatherspoon,"79,568","97,595",2019,Quinndary Weatherspoon - 2019
2019/20,Drew Eubanks,"79,568","97,595",2019,Drew Eubanks - 2019
2019/20,Kyle Guy,"79,568","97,595",2019,Kyle Guy - 2019
2019/20,Jaylen Hoard,"79,568","97,595",2019,Jaylen Hoard - 2019
2019/20,Moses Brown,"79,568","97,595",2019,Moses Brown - 2019
2019/20,Tariq Owens,"79,568","97,595",2019,Tariq Owens - 2019
2019/20,Marial Shayok,"79,568","97,595",2019,Marial Shayok - 2019
2019/20,BJ Johnson,"79,568","97,595",2019,BJ Johnson - 2019
2019/20,Vic Law,"79,568","97,595",2019,Vic Law - 2019
2019/20,Kevin Hervey,"79,568","97,595",2019,Kevin Hervey - 2019
2019/20,Jared Harper,"79,568","97,595",2019,Jared Harper - 2019
2019/20,Kenny Wooten,"79,568","97,595",2019,Kenny Wooten - 2019
2019/20,Josh Gray,"79,568","97,595",2019,Josh Gray - 2019
2019/20,Zylan Cheatham,"79,568","97,595",2019,Zylan Cheatham - 2019
2019/20,Jordan McLaughlin,"79,568","97,595",2019,Jordan McLaughlin - 2019
2019/20,Kelan Martin,"79,568","97,595",2019,Kelan Martin - 2019
2019/20,Frank Mason,"79,568","97,595",2019,Frank Mason - 2019
2019/20,Cam Reynolds,"79,568","97,595",2019,Cam Reynolds - 2019
2019/20,Gabe Vincent,"79,568","97,595",2019,Gabe Vincent - 2019
2019/20,Kyle Alexander,"79,568","97,595",2019,Kyle Alexander - 2019
2019/20,Yuta Watanabe,"79,568","97,595",2019,Yuta Watanabe - 2019
2019/20,John Konchar,"79,568","97,595",2019,John Konchar - 2019
