Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Player-additional,Temporada,id,Player_Temporada,Salario
105,Karl-Anthony Towns,25,MIN,C,50,50,1689,23.1,0.612,0.36,0.355,8.2,26.4,17.0,22.6,1.1,2.9,13.7,29.1,3.8,1.6,5.4,0.153,4.3,0.2,4.5,2.8,0,townska01,2020,1626157,Karl-Anthony Towns - 2020,
119,Daniel Theis,28,2TM,C,65,51,1601,15.0,0.609,0.326,0.236,6.5,18.3,12.4,9.5,1.2,3.3,11.4,15.6,2.4,1.8,4.3,0.128,-0.7,0.7,0.0,0.8,0,theisda01,2020,1628464,Daniel Theis - 2020,5000000.0
119,Daniel Theis,28,BOS,C,42,37,1027,15.0,0.625,0.33,0.233,5.8,18.1,11.9,9.3,1.2,3.9,11.4,15.0,1.7,1.2,2.9,0.134,-0.6,1.0,0.4,0.6,0,theisda01,2020,1628464,Daniel Theis - 2020,5000000.0
119,Daniel Theis,28,CHI,C,23,14,574,14.9,0.584,0.32,0.242,7.6,18.5,13.1,10.0,1.4,2.1,11.3,16.8,0.7,0.7,1.4,0.116,-1.0,0.3,-0.7,0.2,0,theisda01,2020,1628464,Daniel Theis - 2020,5000000.0
122,Marcus Smart,26,BOS,PG,48,45,1581,13.8,0.539,0.553,0.318,2.5,9.3,5.9,23.6,2.2,1.4,14.2,18.4,1.8,1.5,3.3,0.1,-0.4,0.2,-0.3,0.7,0,smartma01,2020,203935,Marcus Smart - 2020,
126,Nerlens Noel,26,NYK,C,64,41,1547,14.8,0.638,0.013,0.314,10.1,18.4,14.3,4.1,2.3,8.7,20.4,9.2,1.6,3.6,5.2,0.162,-2.4,3.8,1.4,1.3,0,noelne01,2020,203457,Nerlens Noel - 2020,
128,Luguentz Dort,21,OKC,SG,52,52,1543,10.1,0.513,0.515,0.257,2.5,10.3,6.4,8.8,1.4,1.1,10.0,21.7,-0.6,1.0,0.3,0.011,-2.6,-0.9,-3.5,-0.6,0,dortlu01,2020,1629652,Luguentz Dort - 2020,1517981.0
134,Jaden McDaniels,20,MIN,PF,63,27,1511,8.9,0.552,0.54,0.123,3.6,13.4,8.3,6.4,1.1,3.4,10.8,12.0,0.5,0.9,1.4,0.046,-3.3,-0.2,-3.5,-0.6,0,mcdanja02,2020,1630183,Jaden McDaniels - 2020,1964760.0
142,Elfrid Payton,26,NYK,PG,63,63,1484,11.7,0.478,0.158,0.172,4.7,11.0,7.9,21.6,1.6,0.6,13.3,23.2,-0.9,1.9,1.0,0.032,-2.9,-0.1,-3.0,-0.4,0,paytoel01,2020,203901,Elfrid Payton - 2020,
153,Kenrich Williams,26,OKC,PF,66,13,1426,14.0,0.599,0.285,0.153,6.1,14.0,10.0,16.4,1.8,1.1,14.8,15.3,1.6,1.2,2.8,0.096,-1.2,0.5,-0.7,0.4,0,willike04,2020,1629026,Kenrich Williams - 2020,2000000.0
154,Isaiah Roby,22,OKC,PF,61,34,1425,11.9,0.555,0.254,0.273,6.4,18.6,12.4,11.4,1.7,2.3,19.0,17.7,-0.3,1.5,1.3,0.043,-3.7,0.4,-3.3,-0.5,0,robyis01,2020,1629676,Isaiah Roby - 2020,
155,Facundo Campazzo,29,DEN,PG,65,19,1425,11.6,0.558,0.686,0.289,1.8,8.9,5.3,20.2,2.7,1.0,17.1,13.1,1.6,1.5,3.1,0.105,-1.7,1.2,-0.6,0.5,6MOY-15,campafa01,2020,1630267,Facundo Campazzo - 2020,3200000.0
160,Aaron Gordon,25,2TM,PF,50,50,1384,14.5,0.547,0.353,0.299,6.0,16.4,11.1,17.8,1.2,2.3,14.7,20.7,0.7,1.2,1.9,0.066,0.2,-0.1,0.1,0.7,0,gordoaa01,2020,203932,Aaron Gordon - 2020,
160,Aaron Gordon,25,ORL,PF,25,25,736,14.9,0.537,0.382,0.358,5.3,18.5,11.7,23.0,1.1,2.5,16.5,23.8,0.0,0.6,0.6,0.037,0.5,0.1,0.6,0.5,0,gordoaa01,2020,203932,Aaron Gordon - 2020,
160,Aaron Gordon,25,DEN,PF,25,25,648,14.1,0.564,0.311,0.214,6.7,13.9,10.3,11.8,1.3,2.1,11.7,17.2,0.7,0.6,1.3,0.099,-0.1,-0.3,-0.4,0.3,0,gordoaa01,2020,203932,Aaron Gordon - 2020,
163,Kemba Walker,30,BOS,PG,43,43,1369,17.7,0.559,0.522,0.22,1.3,12.6,6.9,23.8,1.7,0.8,10.6,26.1,2.1,1.1,3.3,0.115,2.8,-0.7,2.1,1.4,0,walkeke02,2020,202689,Kemba Walker - 2020,
170,Naz Reid,21,MIN,C,70,15,1347,18.2,0.599,0.299,0.286,6.4,20.0,12.9,8.7,1.2,4.9,9.5,22.5,1.9,1.3,3.2,0.113,-0.1,-0.2,-0.2,0.6,0,reidna01,2020,1629675,Naz Reid - 2020,1517981.0
178,Svi Mykhailiuk,23,2TM,SF,66,14,1324,10.4,0.529,0.621,0.099,1.9,11.4,6.6,12.9,1.9,0.8,14.3,20.0,-0.8,1.1,0.3,0.01,-1.9,-0.7,-2.6,-0.2,0,mykhasv01,2020,1629004,Svi Mykhailiuk - 2020,
178,Svi Mykhailiuk,23,DET,SF,36,5,634,10.2,0.527,0.767,0.135,1.9,11.2,6.5,13.5,2.1,0.8,14.2,19.0,-0.3,0.6,0.3,0.025,-1.5,-0.2,-1.8,0.0,0,mykhasv01,2020,1629004,Svi Mykhailiuk - 2020,
178,Svi Mykhailiuk,23,OKC,SF,30,9,690,10.6,0.531,0.505,0.071,1.9,11.6,6.7,12.3,1.7,0.8,14.4,21.0,-0.5,0.5,-0.1,-0.004,-2.2,-1.1,-3.3,-0.2,0,mykhasv01,2020,1629004,Svi Mykhailiuk - 2020,
186,Tristan Thompson,29,BOS,C,54,43,1287,14.2,0.54,0.009,0.368,14.5,23.5,19.0,7.2,0.9,2.4,14.1,14.8,1.5,1.4,2.9,0.107,-1.5,-1.0,-2.5,-0.2,0,thomptr01,2020,202684,Tristan Thompson - 2020,
187,Derrick Rose,32,2TM,PG,50,3,1279,18.3,0.55,0.211,0.208,1.7,9.3,5.5,28.0,1.9,1.4,10.5,25.8,1.6,1.6,3.1,0.118,1.6,0.3,1.9,1.3,MVP-96MOY-3,rosede01,2020,201565,Derrick Rose - 2020,
187,Derrick Rose,32,DET,PG,15,0,342,17.1,0.517,0.212,0.272,1.9,7.6,4.7,32.5,2.6,1.0,12.3,30.0,0.0,0.3,0.4,0.051,0.7,-0.2,0.6,0.2,0,rosede01,2020,201565,Derrick Rose - 2020,
187,Derrick Rose,32,NYK,PG,35,3,937,18.8,0.565,0.211,0.18,1.6,10.0,5.9,26.3,1.7,1.5,9.6,24.3,1.5,1.2,2.8,0.142,1.9,0.5,2.4,1.0,0,rosede01,2020,201565,Derrick Rose - 2020,
189,Payton Pritchard,23,BOS,SG,66,4,1268,12.4,0.582,0.593,0.108,2.9,11.1,6.9,13.3,1.4,0.7,10.8,16.7,1.6,0.9,2.5,0.095,-0.3,-0.4,-0.7,0.4,0,pritcpa01,2020,1630202,Payton Pritchard - 2020,2035800.0
192,Evan Fournier,28,2TM,SF,42,36,1259,16.7,0.598,0.523,0.253,0.8,10.2,5.4,18.6,1.8,1.4,10.8,23.1,1.8,1.0,2.8,0.107,1.5,-0.4,1.1,1.0,0,fournev01,2020,203095,Evan Fournier - 2020,17150000.0
192,Evan Fournier,28,ORL,SF,26,26,787,18.2,0.604,0.509,0.333,0.6,9.5,4.9,20.9,1.7,1.0,11.3,26.2,1.2,0.5,1.7,0.104,2.3,-0.6,1.7,0.7,0,fournev01,2020,203095,Evan Fournier - 2020,17150000.0
192,Evan Fournier,28,BOS,SF,16,10,472,14.1,0.584,0.552,0.081,1.2,11.4,6.3,14.9,2.1,2.0,9.6,18.0,0.6,0.5,1.1,0.111,0.1,0.1,0.3,0.3,0,fournev01,2020,203095,Evan Fournier - 2020,17150000.0
194,Alec Burks,29,NYK,SG,49,5,1255,14.8,0.564,0.492,0.236,1.8,17.6,9.8,13.2,1.2,1.1,8.2,21.3,1.5,1.8,3.3,0.126,0.9,0.6,1.5,1.1,0,burksal01,2020,202692,Alec Burks - 2020,6000000.0
196,Immanuel Quickley,21,NYK,PG,64,3,1243,15.8,0.557,0.522,0.3,2.2,9.7,6.0,16.2,1.2,0.9,8.1,25.6,1.8,1.4,3.2,0.125,1.4,-0.5,0.9,0.9,0,quickim01,2020,1630193,Immanuel Quickley - 2020,2105520.0
200,Hamidou Diallo,22,2TM,SF,52,9,1226,14.3,0.541,0.174,0.426,5.1,18.8,11.9,13.3,1.6,1.7,12.0,22.2,0.3,1.3,1.6,0.063,-2.2,0.1,-2.1,0.0,0,diallha01,2020,1628977,Hamidou Diallo - 2020,1663861.0
200,Hamidou Diallo,22,OKC,SG,32,5,761,15.0,0.536,0.138,0.444,5.0,17.7,11.3,16.4,1.9,1.4,12.1,22.5,0.3,0.8,1.0,0.065,-2.1,0.6,-1.5,0.1,0,diallha01,2020,1628977,Hamidou Diallo - 2020,1663861.0
200,Hamidou Diallo,22,DET,SF,20,4,465,13.1,0.549,0.237,0.393,5.2,20.6,12.8,8.3,1.1,2.2,11.7,21.6,0.1,0.5,0.6,0.059,-2.4,-0.8,-3.2,-0.1,0,diallha01,2020,1628977,Hamidou Diallo - 2020,1663861.0
204,Malik Beasley,24,MIN,SG,37,36,1214,14.6,0.57,0.535,0.133,2.4,12.4,7.2,11.6,1.2,0.5,8.6,24.0,0.9,0.4,1.3,0.053,1.6,-1.8,-0.2,0.6,0,beaslma01,2020,1627736,Malik Beasley - 2020,13425895.0
207,Josh Okogie,22,MIN,SG,59,37,1197,9.1,0.524,0.425,0.425,5.5,8.7,7.1,7.0,2.1,2.0,12.5,12.1,0.5,0.8,1.3,0.051,-3.7,0.3,-3.3,-0.4,0,okogijo01,2020,1629006,Josh Okogie - 2020,2651040.0
208,D'Angelo Russell,24,MIN,PG,42,26,1196,17.6,0.555,0.475,0.229,1.4,8.9,5.0,33.6,1.8,1.3,13.5,29.1,1.0,0.6,1.6,0.063,3.3,-1.7,1.6,1.1,0,russeda01,2020,1626156,D'Angelo Russell - 2020,28649250.0
210,Monte Morris,25,DEN,PG,47,13,1196,14.0,0.574,0.346,0.189,1.0,8.0,4.6,17.1,1.4,1.1,7.5,16.5,2.0,0.8,2.9,0.115,0.1,-0.5,-0.3,0.5,0,morrimo01,2020,1628420,Monte Morris - 2020,1723707.0
212,Shai Gilgeous-Alexander,22,OKC,SG,35,35,1180,21.6,0.623,0.301,0.405,1.7,13.1,7.3,31.2,1.1,1.7,13.7,27.8,2.7,0.8,3.5,0.143,3.9,0.2,4.1,1.8,0,gilgesh01,2020,1628983,Shai Gilgeous-Alexander - 2020,4141320.0
215,Paul Millsap,35,DEN,PF,56,36,1162,16.4,0.565,0.357,0.244,7.4,18.1,12.8,11.6,2.2,3.0,10.3,18.6,1.7,1.6,3.2,0.133,0.3,0.7,1.0,0.9,0,millspa01,2020,200794,Paul Millsap - 2020,
219,Jarred Vanderbilt,21,MIN,PF,64,30,1139,16.2,0.612,0.021,0.432,10.8,24.7,17.5,9.3,2.7,3.5,15.9,12.3,1.6,1.5,3.1,0.132,-1.4,1.4,-0.1,0.5,0,vandeja01,2020,1629020,Jarred Vanderbilt - 2020,1663861.0
220,Grant Williams,22,BOS,PF,63,9,1138,7.5,0.546,0.522,0.206,4.7,12.8,8.7,7.4,1.4,2.0,17.2,12.3,0.1,1.0,1.1,0.046,-4.0,0.3,-3.7,-0.5,0,willigr01,2020,1629684,Grant Williams - 2020,
224,JaMychal Green,30,DEN,PF,58,5,1120,13.6,0.59,0.529,0.152,8.6,19.4,14.0,6.4,1.1,1.9,11.7,17.6,1.4,1.2,2.6,0.11,-0.5,-1.0,-1.5,0.1,0,greenja01,2020,203210,JaMychal Green - 2020,
229,Aleksej Pokusevski,19,OKC,PF,45,28,1090,6.1,0.43,0.507,0.103,2.8,17.6,10.1,13.1,0.9,3.4,18.8,20.5,-2.9,1.0,-1.9,-0.084,-5.1,-1.0,-6.1,-1.1,0,pokusal01,2020,1630197,Aleksej Pokusevski - 2020,
230,PJ Dozier,24,DEN,SG,50,6,1088,10.4,0.501,0.42,0.186,3.7,15.3,9.5,11.2,1.4,2.0,10.7,17.2,0.1,1.1,1.1,0.051,-2.3,-0.4,-2.6,-0.2,0,doziepj01,2020,1628408,PJ Dozier - 2020,
233,Gary Harris,26,2TM,SG,39,38,1080,9.1,0.511,0.409,0.226,2.1,5.9,4.0,10.3,1.3,1.0,8.9,16.7,0.2,0.6,0.7,0.033,-2.8,-1.3,-4.2,-0.6,0,harriga01,2020,203914,Gary Harris - 2020,19610714.0
233,Gary Harris,26,DEN,SG,19,19,581,9.3,0.544,0.481,0.192,2.5,6.6,4.6,7.1,1.4,0.7,7.6,13.8,0.4,0.4,0.8,0.065,-2.2,-0.6,-2.8,-0.1,0,harriga01,2020,203914,Gary Harris - 2020,19610714.0
233,Gary Harris,26,ORL,SG,20,19,499,9.0,0.485,0.349,0.254,1.6,5.2,3.3,14.0,1.1,1.3,9.9,20.2,-0.2,0.2,0.0,-0.005,-3.6,-2.2,-5.8,-0.5,0,harriga01,2020,203914,Gary Harris - 2020,19610714.0
256,Robert Williams,23,BOS,C,52,13,985,25.7,0.719,0.008,0.283,14.9,25.6,20.2,14.2,2.1,8.6,15.2,15.0,3.4,1.9,5.3,0.258,2.9,3.1,6.0,2.0,0,williro04,2020,1629057,Robert Williams - 2020,2029920.0
263,Semi Ojeleye,26,BOS,PF,56,15,950,8.3,0.553,0.715,0.145,3.6,13.7,8.6,5.1,0.9,0.0,8.2,11.6,0.7,0.6,1.2,0.063,-1.7,-0.7,-2.4,-0.1,0,ojelese01,2020,1628400,Semi Ojeleye - 2020,
264,Jeff Teague,32,2TM,PG,55,7,950,12.3,0.562,0.289,0.37,1.7,8.3,5.1,18.3,1.7,1.2,16.2,17.7,0.8,0.8,1.6,0.079,-1.7,-0.5,-2.2,-0.1,0,teaguje01,2020,201952,Jeff Teague - 2020,3372826.0
264,Jeff Teague,32,BOS,PG,34,5,616,11.4,0.542,0.298,0.324,1.8,8.6,5.2,16.2,2.1,1.1,15.4,17.7,0.3,0.5,0.8,0.062,-2.4,-0.3,-2.7,-0.1,0,teaguje01,2020,201952,Jeff Teague - 2020,3372826.0
264,Jeff Teague,32,MIL,PG,21,2,334,14.1,0.598,0.271,0.458,1.6,7.9,4.9,22.2,1.1,1.3,17.8,17.6,0.5,0.2,0.8,0.11,-0.5,-1.0,-1.4,0.1,0,teaguje01,2020,201952,Jeff Teague - 2020,3372826.0
266,Jordan McLaughlin,24,MIN,PG,51,2,938,12.0,0.502,0.38,0.124,2.3,10.4,6.2,28.0,2.6,0.6,16.7,13.7,0.6,0.6,1.2,0.062,-2.0,0.2,-1.7,0.1,0,mclaujo01,2020,1629162,Jordan McLaughlin - 2020,
267,Taj Gibson,35,NYK,C,45,3,936,16.0,0.661,0.095,0.348,11.6,17.3,14.5,5.4,1.7,5.0,10.8,9.7,2.1,1.7,3.8,0.195,-0.7,2.1,1.3,0.8,0,gibsota01,2020,201959,Taj Gibson - 2020,3283684.0
272,Moses Brown,21,OKC,C,43,32,920,18.8,0.572,0.0,0.47,17.2,26.2,21.6,1.7,1.6,4.5,11.7,16.9,1.3,1.3,2.6,0.138,-1.3,-1.2,-2.4,-0.1,0,brownmo01,2020,1629650,Moses Brown - 2020,
280,Juancho Hernangómez,25,MIN,PF,52,6,900,12.1,0.549,0.562,0.324,5.2,20.0,12.3,5.6,1.0,0.7,7.3,17.2,0.6,0.5,1.1,0.06,-1.1,-1.8,-2.9,-0.2,0,hernaju01,2020,1627823,Juancho Hernangómez - 2020,
281,R.J. Hampton,19,2TM,SG,51,1,888,11.1,0.507,0.278,0.262,3.4,18.4,10.7,15.2,1.2,1.0,13.2,19.6,-0.3,0.7,0.4,0.021,-2.6,-1.2,-3.8,-0.4,0,hamptrj01,2020,1630181,R.J. Hampton - 2020,
281,R.J. Hampton,19,DEN,SG,25,0,233,7.7,0.49,0.3,0.2,4.9,19.4,12.2,7.7,1.1,0.8,14.4,14.3,-0.1,0.2,0.1,0.03,-4.4,-0.9,-5.3,-0.2,0,hamptrj01,2020,1630181,R.J. Hampton - 2020,
281,R.J. Hampton,19,ORL,SG,26,1,655,12.3,0.511,0.273,0.277,2.9,18.0,10.2,17.8,1.2,1.1,12.9,21.5,-0.2,0.5,0.2,0.018,-2.0,-1.3,-3.3,-0.2,0,hamptrj01,2020,1630181,R.J. Hampton - 2020,
287,Mitchell Robinson,22,NYK,C,31,29,853,17.7,0.642,0.0,0.301,14.5,17.5,16.0,2.9,2.1,5.0,11.5,11.8,1.8,1.7,3.4,0.192,-0.3,1.5,1.2,0.7,0,robinmi01,2020,1629011,Mitchell Robinson - 2020,1663861.0
291,Austin Rivers,28,2TM,SG,36,7,845,9.9,0.551,0.608,0.127,1.1,9.6,5.4,13.2,1.8,0.2,12.2,15.4,0.4,0.9,1.3,0.072,-2.2,0.3,-1.9,0.0,0,riverau01,2020,203085,Austin Rivers - 2020,
291,Austin Rivers,28,NYK,SG,21,2,442,9.5,0.545,0.57,0.104,1.2,10.2,5.8,13.9,1.4,0.0,13.5,16.5,0.1,0.5,0.6,0.063,-2.4,0.2,-2.2,0.0,0,riverau01,2020,203085,Austin Rivers - 2020,
291,Austin Rivers,28,DEN,SG,15,5,403,10.3,0.558,0.655,0.155,0.8,9.0,4.9,12.5,2.2,0.5,10.6,14.2,0.3,0.4,0.7,0.081,-2.1,0.4,-1.7,0.0,0,riverau01,2020,203085,Austin Rivers - 2020,
302,Ty Jerome,23,OKC,SG,33,1,788,13.4,0.585,0.585,0.118,1.3,10.8,6.0,23.7,1.2,0.7,13.5,18.8,0.9,0.4,1.3,0.079,0.1,-0.8,-0.7,0.3,0,jeromty01,2020,1629660,Ty Jerome - 2020,2303040.0
303,Al Horford,34,OKC,C,28,28,782,17.4,0.538,0.422,0.061,3.8,21.4,12.5,20.1,1.5,2.9,7.3,21.6,0.8,0.9,1.6,0.101,2.0,1.4,3.4,1.1,0,horfoal01,2020,201143,Al Horford - 2020,27500000.0
309,Jaylen Nowell,21,MIN,SG,42,0,759,12.3,0.528,0.448,0.164,2.6,11.3,6.8,12.5,1.4,1.4,7.2,21.4,0.3,0.4,0.7,0.044,-1.5,-1.4,-2.8,-0.2,0,nowelja01,2020,1629669,Jaylen Nowell - 2020,1517981.0
317,Moritz Wagner,23,3TM,C,45,24,722,12.5,0.58,0.397,0.38,3.9,17.7,10.7,9.7,1.7,2.2,13.9,18.1,0.5,0.8,1.2,0.082,-2.7,0.2,-2.6,-0.1,0,wagnemo01,2020,1629021,Moritz Wagner - 2020,2383915.0
317,Moritz Wagner,23,WAS,C,25,13,375,15.4,0.614,0.344,0.426,3.7,16.9,10.3,11.7,2.7,1.8,12.7,18.3,0.5,0.5,1.0,0.134,-1.5,1.3,-0.1,0.2,0,wagnemo01,2020,1629021,Moritz Wagner - 2020,2383915.0
317,Moritz Wagner,23,BOS,C,9,1,61,-1.0,0.37,0.429,0.143,5.4,29.4,17.3,12.4,0.0,1.5,37.7,16.9,-0.2,0.1,-0.2,-0.146,-10.0,-0.3,-10.3,-0.1,0,wagnemo01,2020,1629021,Moritz Wagner - 2020,2383915.0
317,Moritz Wagner,23,ORL,C,11,10,286,11.5,0.563,0.462,0.355,3.9,16.1,9.8,6.3,0.7,2.9,10.8,18.2,0.2,0.2,0.4,0.063,-2.9,-1.2,-4.0,-0.1,0,wagnemo01,2020,1629021,Moritz Wagner - 2020,2383915.0
324,Tony Bradley,23,2TM,C,42,8,684,20.7,0.678,0.015,0.279,13.3,24.0,18.6,8.5,1.0,3.9,13.0,15.8,1.8,1.0,2.7,0.192,1.2,0.1,1.3,0.6,0,bradlto01,2020,1628396,Tony Bradley - 2020,3542060.0
324,Tony Bradley,23,PHI,C,20,8,287,21.1,0.683,0.013,0.147,15.2,24.5,19.9,8.7,1.0,4.1,7.0,12.9,1.0,0.5,1.5,0.245,2.3,1.0,3.3,0.4,0,bradlto01,2020,1628396,Tony Bradley - 2020,3542060.0
324,Tony Bradley,23,OKC,C,22,0,397,20.4,0.676,0.016,0.361,11.9,23.6,17.7,8.3,1.1,3.8,16.0,18.0,0.8,0.5,1.3,0.154,0.4,-0.5,-0.2,0.2,0,bradlto01,2020,1628396,Tony Bradley - 2020,3542060.0
325,Obi Toppin,22,NYK,PF,62,0,683,12.7,0.574,0.407,0.124,4.2,17.6,11.0,6.4,1.2,2.1,9.4,15.9,0.5,1.0,1.5,0.109,-1.4,0.7,-0.7,0.2,0,toppiob01,2020,1630167,Obi Toppin - 2020,4862040.0
328,JaVale McGee,33,2TM,C,46,2,678,17.0,0.541,0.085,0.238,12.6,27.3,19.8,9.7,1.4,7.3,16.2,23.9,-0.1,1.1,1.0,0.068,-3.3,0.8,-2.5,-0.1,0,mcgeeja01,2020,201580,JaVale McGee - 2020,4200000.0
328,JaVale McGee,33,CLE,C,33,1,503,18.4,0.554,0.093,0.256,11.7,26.5,18.9,11.4,1.6,7.1,15.8,24.6,0.0,0.8,0.8,0.074,-2.3,1.2,-1.1,0.1,0,mcgeeja01,2020,201580,JaVale McGee - 2020,4200000.0
328,JaVale McGee,33,DEN,C,13,1,175,12.9,0.498,0.06,0.179,15.0,29.7,22.4,4.8,0.8,7.8,17.2,21.8,-0.1,0.3,0.2,0.05,-6.4,-0.3,-6.6,-0.2,0,mcgeeja01,2020,201580,JaVale McGee - 2020,4200000.0
330,George Hill,34,2TM,PG,30,17,672,13.1,0.596,0.406,0.254,2.6,7.2,4.9,16.0,1.6,0.7,12.4,15.9,0.9,0.6,1.4,0.1,-1.0,-0.2,-1.2,0.1,0,hillge01,2020,201588,George Hill - 2020,
330,George Hill,34,OKC,PG,14,14,369,15.9,0.63,0.475,0.208,2.2,6.0,4.1,18.2,1.5,0.5,8.4,16.5,0.8,0.2,1.0,0.129,0.9,0.1,1.0,0.3,0,hillge01,2020,201588,George Hill - 2020,
330,George Hill,34,PHI,PG,16,3,303,9.7,0.545,0.299,0.325,3.0,8.6,5.8,13.3,1.8,0.9,17.8,15.2,0.0,0.4,0.4,0.065,-3.3,-0.5,-3.9,-0.1,0,hillge01,2020,201588,George Hill - 2020,
332,Aaron Nesmith,21,BOS,SF,46,1,669,9.4,0.573,0.607,0.157,4.6,16.6,10.6,4.6,1.1,1.3,10.8,13.7,0.5,0.6,1.1,0.076,-2.8,-0.4,-3.2,-0.2,0,nesmiaa01,2020,1630174,Aaron Nesmith - 2020,
334,Gary Clark,26,3TM,SF,39,11,654,6.0,0.436,0.818,0.076,5.1,13.5,9.1,6.4,1.0,1.0,11.1,10.1,-0.3,0.4,0.1,0.008,-4.2,-0.7,-4.9,-0.5,0,clarkga01,2020,1629109,Gary Clark - 2020,2018458.0
334,Gary Clark,26,ORL,SF,35,11,637,6.1,0.439,0.824,0.076,5.2,13.3,9.1,6.4,0.9,1.0,11.2,10.3,-0.2,0.3,0.1,0.007,-4.2,-0.7,-4.9,-0.5,0,clarkga01,2020,1629109,Gary Clark - 2020,2018458.0
334,Gary Clark,26,DEN,SF,2,0,4,2.9,0.0,0.0,0.0,0.0,28.2,14.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037,-4.4,-2.0,-6.4,0.0,0,clarkga01,2020,1629109,Gary Clark - 2020,2018458.0
334,Gary Clark,26,PHI,PF,2,0,13,3.8,0.0,0.0,0.0,0.0,16.6,8.5,9.0,3.7,0.0,0.0,3.3,0.0,0.0,0.0,0.044,-6.5,0.6,-5.9,0.0,0,clarkga01,2020,1629109,Gary Clark - 2020,2018458.0
335,Mike Muscala,29,OKC,C,35,0,645,14.7,0.599,0.689,0.135,3.0,18.4,10.6,7.0,0.6,1.5,6.9,20.0,0.9,0.4,1.3,0.096,0.9,-1.0,-0.1,0.3,0,muscami01,2020,203488,Mike Muscala - 2020,2283034.0
337,Jake Layman,26,MIN,SF,45,11,627,11.4,0.577,0.424,0.201,2.2,9.7,5.8,6.4,2.2,2.6,11.5,15.1,0.2,0.5,0.7,0.051,-2.2,0.2,-2.1,0.0,0,laymaja01,2020,1627774,Jake Layman - 2020,3761085.0
346,Justin Jackson,25,2TM,SF,34,3,577,10.4,0.516,0.529,0.167,2.9,11.1,6.9,13.9,1.2,0.3,11.9,19.8,-0.1,0.3,0.2,0.018,-2.3,-1.2,-3.5,-0.2,0,jacksju01,2020,1628382,Justin Jackson - 2020,5109637.0
346,Justin Jackson,25,OKC,SF,33,3,544,10.7,0.519,0.524,0.165,2.6,11.0,6.8,14.5,1.3,0.3,12.0,20.2,-0.1,0.3,0.2,0.019,-2.3,-1.0,-3.2,-0.2,0,jacksju01,2020,1628382,Justin Jackson - 2020,5109637.0
346,Justin Jackson,25,MIL,SF,1,0,33,5.8,0.455,0.667,0.222,6.6,12.3,9.6,3.6,0.0,0.0,9.2,13.8,0.0,0.0,0.0,0.006,-3.2,-4.8,-8.0,0.0,0,jacksju01,2020,1628382,Justin Jackson - 2020,5109637.0
350,Isaiah Hartenstein,22,2TM,C,46,2,559,17.9,0.583,0.035,0.415,13.0,23.7,18.2,15.3,1.7,6.5,17.9,19.2,0.7,0.9,1.6,0.134,-2.4,1.5,-0.9,0.2,0,harteis01,2020,1628392,Isaiah Hartenstein - 2020,
350,Isaiah Hartenstein,22,DEN,C,30,0,272,15.5,0.543,0.0,0.45,16.7,18.7,17.7,7.5,2.0,7.2,18.0,18.7,0.2,0.5,0.7,0.115,-4.3,0.6,-3.7,-0.1,0,harteis01,2020,1628392,Isaiah Hartenstein - 2020,
350,Isaiah Hartenstein,22,CLE,C,16,2,287,20.3,0.62,0.066,0.385,9.5,28.4,18.7,22.8,1.4,5.9,17.8,19.6,0.5,0.4,0.9,0.151,-0.6,2.3,1.7,0.3,0,harteis01,2020,1628392,Isaiah Hartenstein - 2020,
363,Jarrett Culver,21,MIN,SG,34,7,499,8.8,0.476,0.315,0.286,7.1,15.8,11.3,6.8,1.6,1.6,12.9,18.2,-0.4,0.3,-0.1,-0.006,-4.5,-1.1,-5.6,-0.5,0,culveja01,2020,1629633,Jarrett Culver - 2020,6104280.0
367,Javonte Green,27,2TM,SF,41,2,473,12.1,0.61,0.294,0.392,6.1,10.6,8.3,4.8,2.9,1.1,13.7,12.6,0.5,0.6,1.1,0.107,-2.2,1.7,-0.5,0.2,0,greenja02,2020,1629750,Javonte Green - 2020,
367,Javonte Green,27,BOS,SF,25,2,345,11.8,0.624,0.31,0.423,6.4,10.4,8.4,4.3,2.5,0.5,13.4,12.1,0.4,0.3,0.8,0.105,-1.7,1.3,-0.5,0.1,0,greenja02,2020,1629750,Javonte Green - 2020,
367,Javonte Green,27,CHI,SG,16,0,128,13.1,0.579,0.258,0.323,5.3,11.1,8.2,6.1,3.8,2.7,14.5,14.0,0.1,0.2,0.3,0.114,-3.4,2.8,-0.6,0.0,0,greenja02,2020,1629750,Javonte Green - 2020,
368,Kevin Knox,21,NYK,SF,42,0,464,9.1,0.537,0.622,0.14,2.4,11.8,7.1,5.9,1.3,1.2,10.1,16.2,0.0,0.6,0.6,0.065,-1.7,0.4,-1.4,0.1,0,knoxke01,2020,1628995,Kevin Knox - 2020,4588680.0
377,Dennis Smith Jr.,23,2TM,PG,23,9,420,13.6,0.492,0.4,0.179,3.1,11.5,7.3,27.8,2.7,2.9,14.3,19.0,0.1,0.5,0.6,0.07,-1.1,1.5,0.4,0.3,0,smithde03,2020,1628372,Dennis Smith Jr. - 2020,
