Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Player-additional,Temporada,id,Player_Temporada,Salario
550,Carlik Jones,24,DAL,PG,3,0,19,-4.0,0.127,0.143,0.286,5.8,11.7,8.8,32.3,2.6,0.0,27.6,25.8,-0.2,0.0,-0.1,-0.338,-13.0,-4.3,-17.3,-0.1,0,jonesca03,2021,1630637,Carlik Jones - 2021,106.0
550,Carlik Jones,24,DEN,PG,2,0,4,8.9,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.9,0.0,0.0,0.0,-0.03,-3.0,-3.7,-6.7,0.0,0,jonesca03,2021,1630637,Carlik Jones - 2021,106.0
553,Damyean Dotson,27,NYK,SG,2,0,21,6.4,0.5,0.25,0.0,0.0,10.4,5.1,6.9,0.0,0.0,0.0,8.3,0.0,0.0,0.0,0.045,-3.7,-1.2,-4.9,0.0,0,dotsoda01,2021,1628422,Damyean Dotson - 2021,205.0
558,Wayne Selden,27,NYK,SG,3,0,19,4.3,0.434,0.5,1.0,0.0,5.8,2.8,7.2,0.0,0.0,0.0,13.3,0.0,0.0,0.0,0.016,-4.3,-1.6,-5.9,0.0,0,seldewa01,2021,1627782,Wayne Selden - 2021,812.0
559,McKinley Wright IV,23,MIN,PG,5,0,19,9.5,0.833,0.667,0.0,0.0,0.0,0.0,20.9,0.0,0.0,25.0,8.8,0.0,0.0,0.0,0.092,-1.4,-2.8,-4.2,0.0,0,wrighmc01,2021,1630593,McKinley Wright IV - 2021,
562,Scotty Hopson,32,OKC,SG,1,0,18,0.1,0.5,0.25,0.0,0.0,5.8,2.9,8.1,0.0,0.0,33.3,14.4,-0.1,0.0,0.0,-0.132,-8.7,-2.9,-11.6,0.0,0,hopsosc01,2021,203816,Scotty Hopson - 2021,95.0
574,Rob Edwards,25,OKC,SG,2,0,11,-0.8,0.375,1.0,0.0,0.0,28.5,14.0,0.0,0.0,0.0,20.0,19.6,-0.1,0.0,0.0,-0.181,-8.3,-2.9,-11.2,0.0,0,edwarro01,2021,1630306,Rob Edwards - 2021,53.0
580,Feron Hunt,22,NYK,SF,2,0,8,-3.0,0.0,0.0,0.0,13.2,0.0,6.7,16.0,6.3,0.0,33.3,16.4,-0.1,0.0,0.0,-0.234,-12.3,1.0,-11.3,0.0,0,huntfe01,2021,1630624,Feron Hunt - 2021,
589,Matt Ryan,24,BOS,SF,1,0,5,3.5,0.3,1.0,0.0,0.0,0.0,0.0,0.0,9.9,0.0,0.0,44.0,0.0,0.0,0.0,-0.25,-9.9,-3.8,-13.7,0.0,0,ryanma01,2021,1630346,Matt Ryan - 2021,111.0
595,Joe Johnson,40,BOS,SG,1,0,2,38.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.335,12.1,2.8,15.0,0.0,0,johnsjo02,2021,2207,Joe Johnson - 2021,151.0
597,Tyler Hall,24,NYK,SG,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,-8.1,-0.5,-8.5,0.0,0,hallty01,2021,1629788,Tyler Hall - 2021,
600,C.J. Miles,34,BOS,SG,1,0,2,-7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,-16.3,0.0,-16.3,0.0,0,milescj01,2021,1631526,C.J. Miles - 2021,
601,Matt Mooney,25,NYK,SG,1,0,2,-20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,50.0,43.8,-0.1,0.0,0.0,-0.915,-33.9,11.5,-22.3,0.0,0,moonema01,2021,1629760,Matt Mooney - 2021,171.0
2,Anthony Edwards,21,MIN,SG,79,79,2842,17.4,0.564,0.375,0.274,1.9,15.9,9.0,19.3,2.1,1.8,13.0,29.9,0.2,3.6,3.8,0.064,1.0,0.0,1.0,2.1,AS,edwaran01,2022,1630162,Anthony Edwards - 2022,
5,Julius Randle,28,NYK,PF,77,77,2737,20.3,0.581,0.444,0.371,5.6,25.2,15.4,18.5,0.9,0.7,11.5,29.5,5.0,3.1,8.1,0.142,3.9,-0.2,3.7,3.9,CPOY-14ASNBA3,randlju01,2022,203944,Julius Randle - 2022,
7,Jayson Tatum,24,BOS,SF,74,74,2732,23.7,0.607,0.44,0.399,3.2,22.5,13.0,20.9,1.4,1.6,10.4,32.7,6.2,4.3,10.5,0.185,4.8,0.7,5.5,5.1,MVP-4CPOY-10ASNBA1,tatumja01,2022,1628369,Jayson Tatum - 2022,30351780.0
22,RJ Barrett,22,NYK,SG,73,73,2475,12.9,0.531,0.332,0.333,2.7,13.7,8.2,12.4,0.6,0.6,10.8,26.2,0.5,1.8,2.2,0.043,-1.2,-1.9,-3.1,-0.7,0,barrerj01,2022,1629628,RJ Barrett - 2022,
24,Josh Hart,27,2TM,SF,76,52,2454,14.1,0.622,0.315,0.338,6.5,21.0,13.7,16.1,1.8,0.8,16.4,12.6,3.8,2.2,6.0,0.118,-0.2,1.1,0.9,1.8,0,hartjo01,2022,1628404,Josh Hart - 2022,12960000.0
24,Josh Hart,27,POR,SF,51,51,1704,12.7,0.586,0.309,0.328,6.4,21.9,14.1,16.0,1.5,0.5,16.0,12.6,2.0,1.2,3.2,0.091,-0.9,0.7,-0.2,0.8,0,hartjo01,2022,1628404,Josh Hart - 2022,12960000.0
24,Josh Hart,27,NYK,SF,25,1,750,17.1,0.703,0.331,0.363,6.9,19.0,12.9,16.2,2.2,1.5,17.3,12.6,1.8,1.0,2.8,0.179,1.4,2.0,3.4,1.0,0,hartjo01,2022,1628404,Josh Hart - 2022,12960000.0
32,Shai Gilgeous-Alexander,24,OKC,PG,68,68,2416,27.2,0.626,0.122,0.535,2.6,12.2,7.3,25.7,2.2,2.5,10.1,32.8,8.4,3.0,11.4,0.226,5.7,1.5,7.3,5.6,MVP-5CPOY-7ASNBA1,gilgesh01,2022,1628983,Shai Gilgeous-Alexander - 2022,30913750.0
33,Jaden McDaniels,22,MIN,SF,79,79,2416,12.0,0.611,0.376,0.201,4.3,9.8,7.1,8.4,1.5,2.7,12.6,15.8,2.0,2.4,4.4,0.087,-1.7,0.5,-1.2,0.5,0,mcdanja02,2022,1630183,Jaden McDaniels - 2022,2161440.0
35,Jaylen Brown,26,BOS,SF,67,67,2405,19.1,0.581,0.352,0.249,3.6,17.0,10.4,16.5,1.5,0.9,11.4,31.4,1.6,3.4,5.0,0.1,1.5,-0.2,1.3,2.0,ASNBA2,brownja02,2022,1627759,Jaylen Brown - 2022,
39,Kentavious Caldwell-Pope,29,DEN,SG,76,76,2381,11.5,0.598,0.505,0.198,1.7,8.1,5.0,9.8,2.3,1.3,11.1,14.1,2.0,2.5,4.5,0.091,-1.6,0.6,-1.0,0.6,0,caldwke01,2022,203484,Kentavious Caldwell-Pope - 2022,14004703.0
41,Jalen Brunson,26,NYK,PG,68,68,2379,21.2,0.597,0.269,0.328,1.8,9.3,5.6,28.7,1.3,0.6,9.4,27.2,6.9,1.8,8.7,0.175,4.4,-0.5,3.9,3.5,MVP-12CPOY-4,brunsja01,2022,1628973,Jalen Brunson - 2022,27733332.0
43,Josh Giddey,20,OKC,PF,76,76,2367,17.1,0.533,0.209,0.13,6.6,20.9,13.6,29.9,1.1,1.2,15.1,24.6,1.3,2.7,4.0,0.081,1.5,-0.3,1.2,1.9,0,giddejo01,2022,1630581,Josh Giddey - 2022,6287400.0
45,Immanuel Quickley,23,NYK,SG,81,21,2344,16.3,0.578,0.485,0.265,2.7,13.1,7.9,17.4,1.7,0.6,8.7,20.9,4.4,2.3,6.7,0.137,1.3,0.4,1.7,2.1,6MOY-2,quickim01,2022,1630193,Immanuel Quickley - 2022,2316240.0
47,Nikola Jokić,27,DEN,C,69,69,2323,31.5,0.701,0.146,0.406,8.5,31.3,20.2,46.6,1.8,1.8,17.0,27.2,11.2,3.8,14.9,0.308,8.5,4.5,13.0,8.8,MVP-2CPOY-13ASNBA2,jokicni01,2022,203999,Nikola Jokić - 2022,33047803.0
49,Derrick White,28,BOS,SG,82,70,2319,15.4,0.604,0.516,0.253,2.5,11.2,6.9,19.4,1.1,2.8,10.1,17.7,4.4,3.1,7.4,0.154,1.1,1.3,2.4,2.6,0,whitede01,2022,1628401,Derrick White - 2022,
51,D'Angelo Russell,26,2TM,PG,71,71,2304,16.3,0.605,0.517,0.228,1.7,8.5,5.2,27.4,1.4,1.1,15.1,22.7,3.1,1.9,5.1,0.106,2.1,-0.7,1.5,2.0,0,russeda01,2022,1626156,D'Angelo Russell - 2022,31377750.0
51,D'Angelo Russell,26,MIN,PG,54,54,1778,16.1,0.604,0.521,0.23,1.8,8.5,5.2,27.0,1.6,1.0,15.5,22.8,2.3,1.5,3.8,0.103,1.9,-0.7,1.2,1.4,0,russeda01,2022,1626156,D'Angelo Russell - 2022,31377750.0
51,D'Angelo Russell,26,LAL,PG,17,17,526,17.1,0.61,0.502,0.222,1.5,8.5,5.1,28.8,0.9,1.3,13.9,22.6,0.9,0.4,1.3,0.118,3.1,-0.7,2.4,0.6,0,russeda01,2022,1626156,D'Angelo Russell - 2022,31377750.0
55,Bruce Brown,26,DEN,SF,80,31,2280,13.3,0.571,0.343,0.206,3.3,13.0,8.3,15.7,1.9,2.0,13.2,17.8,1.7,2.6,4.3,0.09,-1.1,0.6,-0.5,0.9,0,brownbr01,2022,1628971,Bruce Brown - 2022,6479000.0
57,Jalen Williams,21,OKC,SG,75,62,2276,15.6,0.601,0.258,0.241,3.9,12.2,7.9,15.4,2.1,1.4,12.3,18.4,3.0,2.6,5.6,0.119,-0.4,0.7,0.3,1.3,ROY-2,willija06,2022,1631114,Jalen Williams - 2022,4341480.0
59,Luguentz Dort,23,OKC,SF,74,73,2272,11.3,0.513,0.468,0.297,5.9,10.4,8.1,9.2,1.6,0.9,8.5,19.8,0.9,2.1,2.9,0.062,-2.0,-1.0,-3.0,-0.6,0,dortlu01,2022,1629652,Luguentz Dort - 2022,15277778.0
78,Rudy Gobert,30,MIN,C,70,70,2148,18.9,0.675,0.005,0.623,12.2,29.8,21.2,5.6,1.2,3.9,14.9,16.3,4.3,3.5,7.8,0.174,0.0,0.7,0.7,1.4,0,goberru01,2022,203497,Rudy Gobert - 2022,38172414.0
81,Jamal Murray,25,DEN,PG,65,65,2133,18.0,0.571,0.415,0.207,2.7,11.0,6.9,27.5,1.5,0.7,11.3,26.1,3.3,1.9,5.1,0.116,2.6,-1.3,1.3,1.8,0,murraja01,2022,1627750,Jamal Murray - 2022,31650600.0
86,Quentin Grimes,22,NYK,SG,71,66,2121,11.7,0.619,0.676,0.163,2.5,9.4,5.9,9.7,1.1,1.2,9.7,14.4,3.2,1.6,4.8,0.108,-0.3,0.1,-0.1,1.0,0,grimequ01,2022,1629656,Quentin Grimes - 2022,2277000.0
96,Aaron Gordon,27,DEN,PF,68,68,2055,19.5,0.617,0.227,0.413,9.4,15.4,12.5,14.2,1.3,2.2,9.8,21.1,4.6,2.2,6.8,0.158,2.4,-0.3,2.1,2.1,0,gordoaa01,2022,203932,Aaron Gordon - 2022,
98,Grant Williams,24,BOS,PF,79,23,2045,10.3,0.605,0.611,0.256,4.7,14.5,9.7,8.4,1.0,1.3,13.4,13.1,1.9,2.6,4.4,0.104,-1.8,0.7,-1.1,0.5,0,willigr01,2022,1629684,Grant Williams - 2022,
100,Mike Conley,35,2TM,PG,67,66,2029,14.7,0.583,0.575,0.277,1.8,7.9,4.9,29.4,1.7,0.6,13.1,16.3,4.1,1.4,5.5,0.13,1.0,-0.1,0.9,1.5,0,conlemi01,2022,201144,Mike Conley - 2022,22680000.0
100,Mike Conley,35,UTA,PG,43,42,1276,13.9,0.552,0.568,0.256,1.5,7.5,4.5,34.0,1.6,0.7,15.1,16.1,2.2,0.8,3.0,0.113,0.7,-0.5,0.2,0.7,0,conlemi01,2022,201144,Mike Conley - 2022,22680000.0
100,Mike Conley,35,MIN,PG,24,24,753,16.1,0.631,0.587,0.311,2.4,8.6,5.6,21.5,1.8,0.5,9.8,16.8,1.8,0.7,2.5,0.158,1.5,0.6,2.0,0.7,0,conlemi01,2022,201144,Mike Conley - 2022,22680000.0
113,Marcus Smart,28,BOS,PG,61,61,1957,12.1,0.538,0.568,0.196,2.6,8.0,5.3,26.4,2.3,1.0,17.9,17.8,1.0,2.7,3.7,0.092,-1.8,0.8,-1.0,0.5,0,smartma01,2022,203935,Marcus Smart - 2022,
114,Kyle Anderson,29,MIN,PF,69,46,1957,14.8,0.583,0.212,0.275,3.8,16.9,10.5,22.6,1.9,2.8,15.7,14.4,2.5,2.6,5.1,0.125,0.2,2.3,2.5,2.2,0,anderky01,2022,203937,Kyle Anderson - 2022,8780488.0
123,Al Horford,36,BOS,C,63,63,1922,13.8,0.631,0.678,0.044,4.2,17.7,11.1,13.2,0.8,2.7,7.0,11.9,3.6,2.7,6.3,0.157,1.6,1.7,3.3,2.5,0,horfoal01,2022,201143,Al Horford - 2022,26500000.0
145,Michael Porter Jr.,24,DEN,SF,62,62,1798,16.8,0.621,0.556,0.147,4.2,17.2,10.9,5.3,1.0,1.4,7.3,22.7,2.6,1.8,4.3,0.116,2.0,-1.8,0.2,1.0,0,portemi01,2022,1629008,Michael Porter Jr. - 2022,
153,Malcolm Brogdon,30,BOS,PG,67,0,1744,18.2,0.615,0.406,0.251,2.7,14.7,8.8,21.5,1.3,0.9,10.8,22.8,3.6,2.2,5.8,0.161,2.3,0.6,2.8,2.1,6MOY-1,brogdma01,2022,1627763,Malcolm Brogdon - 2022,22600000.0
167,Reggie Jackson,32,2TM,PG,68,40,1657,10.0,0.514,0.45,0.122,1.7,8.0,4.9,20.0,1.4,0.3,14.6,20.8,-0.6,1.2,0.6,0.018,-2.9,-1.1,-3.9,-0.8,0,jacksre01,2022,202704,Reggie Jackson - 2022,11457217.0
167,Reggie Jackson,32,LAC,PG,52,38,1338,10.3,0.523,0.43,0.129,1.9,7.8,4.9,19.8,1.4,0.3,15.1,20.8,-0.4,1.0,0.6,0.02,-2.6,-1.0,-3.7,-0.6,0,jacksre01,2022,202704,Reggie Jackson - 2022,11457217.0
167,Reggie Jackson,32,DEN,PG,16,2,319,9.0,0.476,0.531,0.094,1.1,8.8,5.0,20.9,1.4,0.3,12.5,20.8,-0.2,0.2,0.1,0.008,-3.8,-1.3,-5.1,-0.3,0,jacksre01,2022,202704,Reggie Jackson - 2022,11457217.0
169,Isaiah Hartenstein,24,NYK,C,82,8,1626,14.2,0.567,0.113,0.217,14.1,22.2,18.1,8.3,1.6,3.7,15.6,11.2,2.2,2.4,4.6,0.136,-1.5,1.2,-0.3,0.7,0,harteis01,2022,1628392,Isaiah Hartenstein - 2022,
171,Mitchell Robinson,24,NYK,C,59,58,1591,18.9,0.652,0.0,0.436,18.4,20.0,19.2,4.5,1.7,6.5,10.9,10.1,4.0,2.6,6.5,0.197,1.0,1.4,2.4,1.7,0,robinmi01,2022,1629011,Mitchell Robinson - 2022,17045454.0
201,Isaiah Joe,23,OKC,SG,73,10,1395,14.5,0.626,0.776,0.197,2.0,11.6,6.7,8.7,1.6,0.5,6.6,17.7,2.5,1.3,3.8,0.131,1.3,-0.4,0.9,1.0,0,joeis01,2022,1630198,Isaiah Joe - 2022,
214,Aaron Wiggins,24,OKC,SG,70,14,1297,12.2,0.607,0.336,0.196,5.5,12.0,8.7,8.3,1.4,1.1,12.2,14.5,1.4,1.2,2.6,0.097,-1.5,-0.5,-2.1,0.0,0,wiggiaa01,2022,1630598,Aaron Wiggins - 2022,
215,Sam Hauser,25,BOS,SF,80,8,1290,12.7,0.634,0.846,0.043,3.0,14.1,8.6,7.6,1.1,1.4,6.9,14.7,1.8,1.6,3.4,0.128,0.6,0.4,1.0,1.0,0,hausesa01,2022,1630573,Sam Hauser - 2022,1637966.0
219,Jaylen Nowell,23,MIN,SG,65,2,1252,13.7,0.527,0.371,0.158,3.3,11.7,7.6,15.9,1.6,0.3,8.9,25.0,0.0,1.2,1.2,0.046,-1.5,-1.0,-2.5,-0.2,0,nowelja01,2022,1629669,Jaylen Nowell - 2022,1930681.0
220,Naz Reid,23,MIN,C,68,11,1251,18.5,0.617,0.376,0.22,6.6,22.8,14.9,9.6,1.6,3.7,12.7,24.8,1.1,1.9,3.0,0.114,0.3,0.8,1.0,1.0,0,reidna01,2022,1629675,Naz Reid - 2022,1930681.0
229,Kenrich Williams,28,OKC,PF,53,10,1206,14.4,0.585,0.387,0.113,8.5,14.9,11.6,11.7,1.8,1.1,8.1,13.7,2.0,1.3,3.3,0.133,0.1,0.4,0.5,0.8,0,willike04,2022,1629026,Kenrich Williams - 2022,2000000.0
234,Taurean Prince,28,MIN,PF,54,4,1192,10.0,0.597,0.512,0.203,1.4,10.8,6.2,9.6,1.1,1.1,14.3,17.3,0.3,1.0,1.3,0.052,-2.6,-0.6,-3.3,-0.4,0,princta02,2022,1627752,Taurean Prince - 2022,
238,Tre Mann,21,OKC,PG,67,5,1183,10.0,0.492,0.513,0.11,2.4,11.8,7.0,14.0,1.6,0.9,10.6,20.7,-0.6,1.1,0.5,0.021,-3.0,-1.0,-3.9,-0.6,0,manntr01,2022,1630544,Tre Mann - 2022,3046200.0
240,Christian Braun,21,DEN,SG,76,6,1181,10.3,0.568,0.332,0.221,4.8,12.6,8.8,6.4,1.7,1.3,9.9,13.0,0.7,1.2,1.9,0.079,-2.5,0.1,-2.4,-0.1,0,braunch01,2022,1631128,Christian Braun - 2022,
252,Jeff Green,36,DEN,PF,56,4,1091,11.0,0.576,0.317,0.357,4.1,10.9,7.6,8.3,0.8,1.4,10.8,17.0,0.8,0.8,1.7,0.074,-2.4,-1.0,-3.4,-0.4,0,greenje02,2022,201145,Jeff Green - 2022,
254,Bones Hyland,22,2TM,PG,56,1,1085,14.9,0.535,0.552,0.179,2.1,11.8,7.1,23.4,1.8,1.2,11.7,28.0,0.3,1.1,1.4,0.062,0.4,-1.2,-0.8,0.3,0,hylanbo01,2022,1630538,Bones Hyland - 2022,
254,Bones Hyland,22,DEN,PG,42,1,820,14.5,0.54,0.555,0.189,1.4,10.4,6.0,22.0,1.7,1.4,12.5,28.5,0.1,0.8,0.9,0.051,0.6,-1.4,-0.8,0.3,0,hylanbo01,2022,1630538,Bones Hyland - 2022,
254,Bones Hyland,22,LAC,PG,14,0,265,16.4,0.518,0.54,0.146,4.3,16.3,10.4,27.6,2.0,0.7,9.3,26.5,0.2,0.3,0.5,0.094,-0.2,-0.7,-0.9,0.1,0,hylanbo01,2022,1630538,Bones Hyland - 2022,
256,Thomas Bryant,25,2TM,C,59,26,1081,19.7,0.682,0.16,0.341,8.9,24.6,17.0,4.3,0.7,2.4,8.2,18.2,2.7,1.4,4.1,0.183,1.1,-0.5,0.6,0.7,0,bryanth01,2022,1628418,Thomas Bryant - 2022,1968175.0
256,Thomas Bryant,25,LAL,C,41,25,876,21.5,0.712,0.166,0.359,8.5,25.1,17.1,5.0,0.8,2.2,7.4,18.2,2.7,1.2,3.8,0.211,2.4,-0.1,2.3,0.9,0,bryanth01,2022,1628418,Thomas Bryant - 2022,1968175.0
256,Thomas Bryant,25,DEN,C,18,1,205,11.8,0.547,0.132,0.265,11.0,22.4,16.8,1.3,0.5,3.0,11.6,18.2,0.0,0.2,0.3,0.066,-4.4,-2.2,-6.6,-0.2,0,bryanth01,2022,1628418,Thomas Bryant - 2022,1968175.0
257,Obi Toppin,24,NYK,PF,67,5,1050,13.6,0.565,0.589,0.112,3.0,16.6,9.8,9.2,1.1,1.1,8.0,19.5,1.1,1.0,2.1,0.095,0.3,-0.8,-0.5,0.4,0,toppiob01,2022,1630167,Obi Toppin - 2022,5348280.0
263,Austin Rivers,30,MIN,SG,52,10,1016,7.4,0.564,0.589,0.187,0.6,8.4,4.6,9.3,1.3,0.3,9.2,10.5,0.5,0.8,1.3,0.061,-3.3,0.5,-2.8,-0.2,0,riverau01,2022,203085,Austin Rivers - 2022,
267,Cam Reddish,23,2TM,SF,40,20,990,10.6,0.561,0.462,0.24,2.0,8.1,5.0,8.1,1.9,1.3,12.0,17.1,0.3,0.7,0.9,0.046,-2.6,-0.8,-3.4,-0.4,0,reddica01,2022,1629629,Cam Reddish - 2022,
267,Cam Reddish,23,NYK,SF,20,8,438,10.6,0.558,0.412,0.243,1.7,6.0,3.9,6.3,1.7,1.7,9.1,16.2,0.3,0.4,0.7,0.071,-2.2,0.0,-2.3,0.0,0,reddica01,2022,1629629,Cam Reddish - 2022,
267,Cam Reddish,23,POR,SF,20,12,552,10.6,0.563,0.5,0.239,2.3,9.6,5.9,9.6,2.1,1.0,14.1,17.8,0.0,0.3,0.3,0.025,-3.0,-1.4,-4.3,-0.3,0,reddica01,2022,1629629,Cam Reddish - 2022,
275,Karl-Anthony Towns,27,MIN,PF,29,29,957,18.8,0.618,0.383,0.315,5.7,21.6,13.8,22.0,1.0,1.5,15.0,25.6,1.5,1.1,2.7,0.133,2.1,0.9,3.0,1.2,0,townska01,2022,1626157,Karl-Anthony Towns - 2022,
279,Mike Muscala,31,2TM,C,63,9,945,13.0,0.608,0.709,0.178,4.2,19.1,11.6,7.1,0.8,2.3,6.8,15.1,1.4,1.1,2.5,0.128,-0.3,-0.1,-0.4,0.4,0,muscami01,2022,203488,Mike Muscala - 2022,3500000.0
279,Mike Muscala,31,OKC,C,43,5,622,13.8,0.602,0.7,0.192,3.9,19.7,11.6,8.2,0.8,2.8,6.0,15.7,1.0,0.7,1.7,0.134,0.3,-0.1,0.1,0.3,0,muscami01,2022,203488,Mike Muscala - 2022,3500000.0
279,Mike Muscala,31,BOS,C,20,4,323,11.6,0.623,0.73,0.146,4.8,18.0,11.5,5.0,0.6,1.3,8.7,14.0,0.4,0.4,0.8,0.116,-1.5,0.1,-1.4,0.1,0,muscami01,2022,203488,Mike Muscala - 2022,3500000.0
283,Jaylin Williams,20,OKC,C,49,36,914,11.2,0.559,0.483,0.231,5.1,23.6,14.1,10.7,1.5,1.2,12.6,13.5,0.7,1.2,1.9,0.099,-2.3,0.6,-1.7,0.1,0,willija07,2022,1631119,Jaylin Williams - 2022,2000000.0
288,Vlatko Čančar,25,DEN,PF,60,9,889,11.0,0.606,0.507,0.181,3.2,13.1,8.3,11.5,1.2,1.4,13.1,13.8,0.9,0.8,1.7,0.093,-1.7,-0.1,-1.8,0.0,0,cancavl01,2022,1628427,Vlatko Čančar - 2022,
289,Nickeil Alexander-Walker,24,2TM,SG,59,3,884,11.6,0.565,0.539,0.203,1.9,10.5,6.3,16.7,1.7,2.0,14.6,17.9,0.3,0.8,1.1,0.062,-1.4,0.4,-0.9,0.2,0,alexani01,2022,1629638,Nickeil Alexander-Walker - 2022,
289,Nickeil Alexander-Walker,24,UTA,SG,36,3,528,13.0,0.609,0.512,0.229,1.7,10.3,6.0,19.9,2.2,2.2,19.4,18.4,0.3,0.5,0.8,0.074,-0.6,1.1,0.5,0.3,0,alexani01,2022,1629638,Nickeil Alexander-Walker - 2022,
289,Nickeil Alexander-Walker,24,MIN,SG,23,0,356,9.6,0.503,0.576,0.168,2.2,10.8,6.6,12.0,1.1,1.7,6.9,17.3,0.0,0.3,0.3,0.044,-2.5,-0.5,-3.0,-0.1,0,alexani01,2022,1629638,Nickeil Alexander-Walker - 2022,
300,Robert Williams,25,BOS,C,35,20,824,19.8,0.742,0.006,0.241,14.0,24.5,19.3,8.5,1.3,5.0,15.3,11.8,2.3,1.6,3.8,0.224,1.0,2.4,3.3,1.1,0,williro04,2022,1629057,Robert Williams - 2022,10714287.0
305,Jeremiah Robinson-Earl,22,OKC,PF,43,20,814,13.0,0.548,0.448,0.169,9.2,14.7,11.9,7.0,1.4,1.2,6.7,14.6,1.1,0.8,1.9,0.111,-0.8,-0.7,-1.5,0.1,0,robinje02,2022,1630526,Jeremiah Robinson-Earl - 2022,
307,Jericho Sims,24,NYK,C,52,16,812,13.8,0.78,0.009,0.15,13.3,19.4,16.4,4.0,0.9,3.2,19.1,7.4,1.6,0.9,2.6,0.153,-1.0,0.5,-0.5,0.3,0,simsje01,2022,1630579,Jericho Sims - 2022,
310,Dario Šarić,28,2TM,C,57,12,806,13.5,0.583,0.415,0.274,7.1,21.4,14.1,12.7,1.2,0.8,15.1,19.2,0.7,1.0,1.7,0.099,-1.5,0.1,-1.4,0.1,0,saricda01,2022,203967,Dario Šarić - 2022,
310,Dario Šarić,28,PHO,PF,37,12,533,12.3,0.545,0.388,0.247,7.9,21.9,14.8,14.6,1.2,0.8,15.4,18.7,0.3,0.7,0.9,0.085,-2.3,0.3,-2.0,0.0,0,saricda01,2022,203967,Dario Šarić - 2022,
310,Dario Šarić,28,OKC,C,20,0,273,15.9,0.65,0.465,0.323,5.4,20.5,12.8,8.9,1.2,0.7,14.4,20.2,0.4,0.3,0.7,0.127,0.1,-0.2,-0.2,0.1,0,saricda01,2022,203967,Dario Šarić - 2022,
311,Luke Kornet,27,BOS,C,69,0,804,16.7,0.697,0.076,0.229,11.9,14.8,13.4,9.1,0.7,4.9,11.8,11.5,2.1,1.2,3.3,0.198,-0.4,1.3,1.0,0.6,0,kornelu01,2022,1628436,Luke Kornet - 2022,
322,Miles McBride,22,NYK,PG,64,2,760,8.4,0.475,0.623,0.195,1.9,5.4,3.6,12.4,2.4,1.0,9.7,14.6,0.0,0.7,0.7,0.047,-3.6,1.4,-2.3,-0.1,0,mcbrimi01,2022,1630540,Miles McBride - 2022,1563518.0
327,Zeke Nnaji,22,DEN,PF,53,5,728,12.5,0.62,0.332,0.316,10.5,11.2,10.9,3.3,1.1,2.8,12.2,15.2,0.9,0.7,1.6,0.106,-2.7,-0.9,-3.7,-0.3,0,nnajize01,2022,1630192,Zeke Nnaji - 2022,2617800.0
330,Aleksej Pokusevski,21,OKC,PF,34,25,701,13.4,0.522,0.418,0.141,6.8,17.8,12.2,12.4,1.4,5.7,14.0,18.3,0.0,1.0,1.0,0.066,-1.0,1.0,0.0,0.3,0,pokusal01,2022,1630197,Aleksej Pokusevski - 2022,3261480.0
339,Jordan McLaughlin,26,MIN,PG,43,0,678,11.8,0.526,0.538,0.124,2.5,7.6,5.1,27.4,2.2,0.5,17.7,11.7,0.7,0.6,1.3,0.094,-1.3,0.6,-0.7,0.2,0,mclaujo01,2022,1629162,Jordan McLaughlin - 2022,
343,Eugene Omoruyi,25,2TM,SF,40,6,645,10.9,0.533,0.39,0.329,7.1,11.8,9.4,6.3,2.1,0.4,11.5,19.3,0.1,0.5,0.6,0.042,-3.5,-0.9,-4.4,-0.4,0,omorueu01,2022,1630647,Eugene Omoruyi - 2022,
343,Eugene Omoruyi,25,OKC,SF,23,2,272,10.6,0.531,0.33,0.298,8.5,12.1,10.3,5.6,2.4,0.0,13.1,18.8,0.0,0.3,0.3,0.052,-4.4,-0.5,-4.9,-0.2,0,omorueu01,2022,1630647,Eugene Omoruyi - 2022,
343,Eugene Omoruyi,25,DET,SF,17,4,373,11.2,0.533,0.433,0.351,6.1,11.6,8.8,6.8,1.8,0.7,10.4,19.7,0.1,0.2,0.3,0.034,-2.9,-1.2,-4.1,-0.2,0,omorueu01,2022,1630647,Eugene Omoruyi - 2022,
344,Payton Pritchard,25,BOS,PG,48,3,643,10.3,0.536,0.629,0.065,4.3,10.5,7.5,14.0,1.1,0.1,13.7,19.8,-0.1,0.7,0.6,0.045,-2.1,-1.2,-3.4,-0.2,0,pritcpa01,2022,1630202,Payton Pritchard - 2022,2239200.0
