"Temporada","Jugador","Salario","Salario Actual Ajustado a la Inflación"
"2018/19 ","Isaiah Whitehead","726.39","905.65"
"2018/19 ","Bruno Caboclo","705.36","879.43"
"2018/19 ","Gary Clark","674.12","840.48"
"2018/19 ","James Nunnally","663.26","826.93"
"2018/19 ","Kalin Lucas","648.01","807.92"
"2018/19 ","John Jenkins","585.81","730.37"
"2018/19 ","Deonte Burton","500","623.39"
"2018/19 ","Andrew Bogut","486.89","607.05"
"2018/19 ","Dakari Johnson","459.41","572.79"
"2018/19 ","Malcolm Miller","457.42","570.3"
"2018/19 ","Chris Boucher","457.42","570.3"
"2018/19 ","Edmond Sumner","449.79","560.79"
"2018/19 ","Yante Maten","385","480.01"
"2018/19 ","Andrew Harrison","354.5","441.98"
"2018/19 ","Eric Moreland","309.86","386.33"
"2018/19 ","Nick Young","284.02","354.11"
"2018/19 ","Okaro White","247.83","308.99"
"2018/19 ","Danuel House","247.83","308.99"
"2018/19 ","Jaylen Adams","236.85","295.3"
"2018/19 ","Ben Moore","222.1","276.91"
"2018/19 ","Quincy Acy","213.95","266.75"
"2018/19 ","Tyler Zeller","213.95","266.75"
"2018/19 ","Jimmer Fredette","198.58","247.58"
"2018/19 ","Terrence Jones","198.58","247.58"
"2018/19 ","Dairis Bertans","194.22","242.15"
"2018/19 ","Walter Lemon Jr","176.25","219.74"
"2018/19 ","Demetrius Jackson","170.11","212.09"
"2018/19 ","BJ Johnson","142.11","177.18"
"2018/19 ","Chris Chiozza","137.37","171.28"
"2018/19 ","Johnathan Williams","127.25","158.65"
"2018/19 ","Cam Reynolds","108.95","135.84"
"2018/19 ","Donatas Motiejunas","99.29","123.79"
"2018/19 ","Emanuel Terry","94.74","118.12"
"2018/19 ","Justin Bibbs","92.16","114.9"
"2018/19 ","Gary Payton II","85.46","106.55"
"2018/19 ","JaKarr Sampson","85.46","106.55"
"2018/19 ","Jordan McRae","77.25","96.31"
"2018/19 ","Devin Robinson","77.25","96.31"
"2018/19 ","Tyler Cavanaugh","77.25","96.31"
"2018/19 ","Naz Long","77.25","96.31"
"2018/19 ","Jordan Loyd","77.25","96.31"
"2018/19 ","Drew Eubanks","77.25","96.31"
"2018/19 ","Troy Williams","77.25","96.31"
"2018/19 ","George King","77.25","96.31"
"2018/19 ","Haywood Highsmith","77.25","96.31"
"2018/19 ","Shake Milton","77.25","96.31"
"2018/19 ","Amile Jefferson","77.25","96.31"
"2018/19 ","Troy Caupain","77.25","96.31"
"2018/19 ","Donte Grantham","77.25","96.31"
"2018/19 ","Tyler Davis","77.25","96.31"
"2018/19 ","Kadeem Allen","77.25","96.31"
"2018/19 ","Isaiah Hicks","77.25","96.31"
"2018/19 ","Trevon Bluiett","77.25","96.31"
"2018/19 ","Jared Terrell","77.25","96.31"
"2018/19 ","CJ Williams","77.25","96.31"
"2018/19 ","Bonzie Colson","77.25","96.31"
"2018/19 ","Jaylen Morris","77.25","96.31"
"2018/19 ","Duncan Robinson","77.25","96.31"
"2018/19 ","Julian Washburn","77.25","96.31"
"2018/19 ","Jarnell Stokes","77.25","96.31"
"2018/19 ","DJ Stephens","77.25","96.31"
"2018/19 ","Yuta Watanabe","77.25","96.31"
"2018/19 ","Alex Caruso","77.25","96.31"
"2018/19 ","Johnathan Motley","77.25","96.31"
"2018/19 ","Angel Delgado","77.25","96.31"
"2018/19 ","Trevon Duval","77.25","96.31"
"2018/19 ","Vincent Edwards","77.25","96.31"
"2018/19 ","Marcus Derrickson","77.25","96.31"
"2018/19 ","Damion Lee","77.25","96.31"
"2018/19 ","Zach Lofton","77.25","96.31"
"2018/19 ","Keenan Evans","77.25","96.31"
"2018/19 ","Archie Goodwin","77.25","96.31"
"2018/19 ","DeVaughn Akoon-Purcell","77.25","96.31"
"2018/19 ","Thomas Welsh","77.25","96.31"
"2018/19 ","Daryl Macon","77.25","96.31"
"2018/19 ","Kostas Antetokounmpo","77.25","96.31"
"2018/19 ","Billy Preston","77.25","96.31"
"2018/19 ","John Holland","77.25","96.31"
"2018/19 ","Deng Adel","77.25","96.31"
"2018/19 ","Jalen Jones","77.25","96.31"
"2018/19 ","Jaron Blossomgame","77.25","96.31"
"2018/19 ","Brandon Sampson","77.25","96.31"
"2018/19 ","Tyler Ulis","77.25","96.31"
"2018/19 ","Rawle Alkins","77.25","96.31"
"2018/19 ","JP Macura","77.25","96.31"
"2018/19 ","Joe Chealey","77.25","96.31"
"2018/19 ","Alan Williams","77.25","96.31"
"2018/19 ","Theo Pinson","77.25","96.31"
"2018/19 ","RJ Hunter","77.25","96.31"
"2018/19 ","PJ Dozier","77.25","96.31"
"2018/19 ","Alex Poythress","77.25","96.31"
"2018/19 ","Scotty Hopson","76.24","95.05"
"2018/19 ","Charles Cooke","76.24","95.05"
"2018/19 ","Scott Machado","76.24","95.05"
"2018/19 ","Andre Ingram","76.24","95.05"
"2018/19 ","Kobi Simmons","76.24","95.05"
"2018/19 ","Jonathan Gibson","76.24","95.05"
"2018/19 ","Wenyen Gabriel","75","93.51"
"2018/19 ","Billy Garrett","67.37","84"
"2018/19 ","Mitch Creek","56.85","70.87"
"2018/19 ","Brandon Goodwin","56.85","70.87"
"2018/19 ","Jemerrio Jones","52.17","65.04"
"2018/19 ","Tarik Phillip","47.37","59.06"
"2018/19 ","Cody Demps","47.37","59.06"
"2018/19 ","Richard Solomon","47.37","59.06"
"2018/19 ","Kendrick Nunn","47.37","59.06"
"2018/19 ","Dusty Hannahs","47.37","59.06"
"2018/19 ","Stephan Hicks","47.37","59.06"
"2018/19 ","Michael Frazier","47.37","59.06"
"2018/19 ","Tahjere McCall","47.37","59.06"
"2018/19 ","Mitchell Creek","47.37","59.06"
"2018/19 ","Isaac Humphries","47.37","59.06"
"2018/19 ","Jordan Sibert","47.37","59.06"
"2019/20 ","Stephen Curry","40,231,758","49,346,703"
"2019/20 ","Chris Paul","38,506,482","47,230,546"
"2019/20 ","Russell Westbrook","38,506,482","47,230,546"
"2019/20 ","John Wall","38,199,000","46,853,401"
"2019/20 ","James Harden","38,199,000","46,853,401"
"2019/20 ","LeBron James","37,436,858","45,918,587"
"2019/20 ","Kevin Durant","37,199,000","45,626,840"
"2019/20 ","Blake Griffin","34,449,964","42,254,980"
"2019/20 ","Kyle Lowry","33,296,296","40,839,936"
"2019/20 ","Paul George","33,005,556","40,483,325"
"2019/20 ","Tobias Harris","32,742,000","40,160,058"
"2019/20 ","Jimmy Butler","32,742,000","40,160,058"
"2019/20 ","Kawhi Leonard","32,742,000","40,160,058"
"2019/20 ","Klay Thompson","32,742,000","40,160,058"
"2019/20 ","Kemba Walker","32,742,000","40,160,058"
"2019/20 ","Gordon Hayward","32,700,690","40,109,389"
"2019/20 ","Mike Conley","32,511,623","39,877,487"
"2019/20 ","Kyrie Irving","31,742,000","38,933,497"
"2019/20 ","Khris Middleton","30,603,448","37,536,994"
"2019/20 ","Paul Millsap","30,350,000","37,226,124"
"2019/20 ","Damian Lillard","29,802,321","36,554,362"
"2019/20 ","Kevin Love","28,942,830","35,500,144"
"2019/20 ","Al Horford","28,000,000","34,343,706"
"2019/20 ","Nikola Vucevic","28,000,000","34,343,706"
"2019/20 ","DeMar DeRozan","27,739,975","34,024,769"
"2019/20 ","CJ McCollum","27,556,959","33,800,289"
"2019/20 ","Joel Embiid","27,504,630","33,736,104"
"2019/20 ","Andrew Wiggins","27,504,630","33,736,104"
"2019/20 ","Nikola Jokic","27,504,630","33,736,104"
"2019/20 ","Devin Booker","27,285,000","33,466,715"
"2019/20 ","D'Angelo Russell","27,285,000","33,466,715"
"2019/20 ","Karl-Anthony Towns","27,285,000","33,466,715"
"2019/20 ","Kristaps Porzingis","27,285,000","33,466,715"
"2019/20 ","Otto Porter","27,250,576","33,424,492"
"2019/20 ","Anthony Davis","27,093,019","33,231,238"
"2019/20 ","Bradley Beal","27,093,018","33,231,237"
"2019/20 ","Hassan Whiteside","27,093,018","33,231,237"
"2019/20 ","Andre Drummond","27,093,018","33,231,237"
"2019/20 ","Jrue Holiday","26,131,111","32,051,400"
"2019/20 ","LaMarcus Aldridge","26,000,000","31,890,584"
"2019/20 ","Steven Adams","25,842,697","31,697,642"
"2019/20 ","Giannis Antetokounmpo","25,842,697","31,697,642"
"2019/20 ","Marc Gasol","25,595,700","31,394,685"
"2019/20 ","Nicolas Batum","25,565,217","31,357,296"
"2019/20 ","Rudy Gobert","25,258,427","30,981,000"
"2019/20 ","Chandler Parsons","25,102,512","30,789,760"
"2019/20 ","Harrison Barnes","24,147,727","29,618,658"
"2019/20 ","Serge Ibaka","23,271,604","28,544,040"
"2019/20 ","Danilo Gallinari","22,615,559","27,739,361"
"2019/20 ","Victor Oladipo","21,000,000","25,757,779"
"2019/20 ","Tim Hardaway Jr","20,025,127","24,562,038"
"2019/20 ","Malcolm Brogdon","20,000,000","24,531,218"
"2019/20 ","Terry Rozier","19,894,737","24,402,107"
"2019/20 ","Aaron Gordon","19,863,636","24,363,960"
"2019/20 ","Zach LaVine","19,500,000","23,917,938"
"2019/20 ","Kent Bazemore","19,269,663","23,635,416"
"2019/20 ","Goran Dragic","19,217,900","23,571,925"
"2019/20 ","Jeff Teague","19,000,000","23,304,657"
"2019/20 ","Evan Turner","18,606,556","22,822,074"
"2019/20 ","Draymond Green","18,539,130","22,739,372"
"2019/20 ","Tristan Thompson","18,539,130","22,739,372"
"2019/20 ","Gary Harris","18,189,286","22,310,267"
"2019/20 ","Julius Randle","18,000,000","22,078,097"
"2019/20 ","Myles Turner","18,000,000","22,078,097"
"2019/20 ","Derrick Favors","17,650,000","21,648,800"
"2019/20 ","Andre Iguodala","17,185,185","21,078,676"
"2019/20 ","Evan Fournier","17,150,000","21,035,520"
"2019/20 ","Bojan Bogdanovic","17,000,000","20,851,536"
"2019/20 ","Bismack Biyombo","17,000,000","20,851,536"
"2019/20 ","Clint Capela","16,896,552","20,724,650"
"2019/20 ","Gorgui Dieng","16,229,213","19,906,118"
"2019/20 ","Ricky Rubio","16,200,000","19,870,287"
"2019/20 ","Jonas Valanciunas","16,000,000","19,624,975"
"2019/20 ","Brandon Knight","15,643,750","19,188,012"
"2019/20 ","Kelly Oubre","15,625,000","19,165,014"
"2019/20 ","Eric Bledsoe","15,625,000","19,165,014"
"2019/20 ","Dennis Schroeder","15,500,000","19,011,694"
"2019/20 ","Ian Mahinmi","15,450,051","18,950,429"
"2019/20 ","James Johnson","15,349,400","18,826,974"
"2019/20 ","Bobby Portis","15,000,000","18,398,414"
"2019/20 ","Marcus Morris","15,000,000","18,398,414"
"2019/20 ","Danny Green","14,634,147","17,949,673"
"2019/20 ","Rudy Gay","14,500,000","17,785,133"
"2019/20 ","Cody Zeller","14,471,910","17,750,679"
"2019/20 ","Eric Gordon","14,057,730","17,242,662"
"2019/20 ","Mason Plumlee","14,041,096","17,222,259"
"2019/20 ","JJ Redick","13,486,300","16,541,768"
"2019/20 ","Jordan Clarkson","13,437,500","16,481,912"
"2019/20 ","Dewayne Dedmon","13,333,334","16,354,146"
"2019/20 ","Solomon Hill","13,290,395","16,301,479"
"2019/20 ","Justise Winslow","13,000,000","15,945,292"
"2019/20 ","Thaddeus Young","12,900,000","15,822,636"
"2019/20 ","Will Barton","12,776,786","15,671,506"
"2019/20 ","Courtney Lee","12,759,670","15,650,512"
"2019/20 ","Larry Nance Jr","12,727,273","15,610,775"
"2019/20 ","Patrick Mills","12,678,571","15,551,040"
"2019/20 ","Kelly Olynyk","12,667,885","15,537,932"
"2019/20 ","Marcus Smart","12,553,571","15,397,719"
"2019/20 ","Terrence Ross","12,500,000","15,332,011"
"2019/20 ","Patrick Beverley","12,345,680","15,142,728"
"2019/20 ","Trevor Ariza","12,200,000","14,964,043"
"2019/20 ","Brook Lopez","12,093,024","14,832,830"
"2019/20 ","Cory Joseph","12,000,000","14,718,731"
"2019/20 ","Jusuf Nurkic","12,000,000","14,718,731"
"2019/20 ","Joe Ingles","11,454,546","14,049,698"
"2019/20 ","Tony Snell","11,392,857","13,974,033"
"2019/20 ","Robert Covington","11,301,219","13,861,633"
"2019/20 ","Meyers Leonard","11,286,515","13,843,598"
"2019/20 ","TJ Warren","11,060,000","13,565,764"
"2019/20 ","Moe Harkless","11,011,234","13,505,949"
"2019/20 ","Andre Roberson","10,740,740","13,174,172"
"2019/20 ","Spencer Dinwiddie","10,605,600","13,008,414"
"2019/20 ","Jeremy Lamb","10,500,000","12,878,889"
"2019/20 ","Dwight Powell","10,259,375","12,583,748"
"2019/20 ","George Hill","10,133,907","12,429,854"
"2019/20 ","Norman Powell","10,116,576","12,408,597"
"2019/20 ","Josh Richardson","10,116,576","12,408,597"
"2019/20 ","Tyus Jones","10,116,000","12,407,890"
"2019/20 ","Tomas Satoransky","10,000,000","12,265,609"
"2019/20 ","DeAndre Jordan","9,881,598","12,120,382"
"2019/20 ","Zion Williamson","9,757,440","11,968,094"
"2019/20 ","Markelle Fultz","9,745,200","11,953,081"
"2019/20 ","John Henson","9,732,396","11,937,376"
"2019/20 ","Matthew Dellavedova","9,607,500","11,784,184"
"2019/20 ","Dante Exum","9,600,000","11,774,985"
"2019/20 ","Deandre Ayton","9,562,920","11,729,504"
"2019/20 ","Delon Wright","9,473,684","11,620,050"
"2019/20 ","Fred VanVleet","9,346,153","11,463,626"
"2019/20 ","Jerami Grant","9,346,153","11,463,626"
"2019/20 ","Al-Farouq Aminu","9,258,000","11,355,501"
"2019/20 ","Kyle Anderson","9,073,050","11,128,648"
"2019/20 ","Taj Gibson","9,000,000","11,039,048"
"2019/20 ","Ja Morant","8,730,240","10,708,171"
"2019/20 ","Lonzo Ball","8,719,320","10,694,777"
"2019/20 ","E'Twaun Moore","8,664,928","10,628,062"
"2019/20 ","Marvin Bagley","8,556,120","10,494,602"
"2019/20 ","Bogdan Bogdanovic","8,529,386","10,461,811"
"2019/20 ","PJ Tucker","8,349,039","10,240,605"
"2019/20 ","Cristiano Felicio","8,156,500","10,004,444"
"2019/20 ","Kentavious Caldwell-Pope","8,139,282","9,983,325"
"2019/20 ","Ben Simmons","8,113,929","9,952,228"
"2019/20 ","Thomas Bryant","8,000,000","9,812,487"
"2019/20 ","Wayne Ellington","8,000,000","9,812,487"
"2019/20 ","Elfrid Payton","8,000,000","9,812,487"
"2019/20 ","Louis Williams","8,000,000","9,812,487"
"2019/20 ","Maxi Kleber","8,000,000","9,812,487"
"2019/20 ","RJ Barrett","7,839,960","9,616,188"
"2019/20 ","Jayson Tatum","7,830,000","9,603,972"
"2019/20 ","Jae Crowder","7,815,533","9,586,227"
"2019/20 ","Luka Doncic","7,683,360","9,424,109"
"2019/20 ","Joe Harris","7,666,667","9,403,634"
"2019/20 ","Seth Curry","7,461,380","9,151,837"
"2019/20 ","DeMarre Carroll","7,339,258","9,002,046"
"2019/20 ","Doug McDermott","7,333,333","8,994,779"
"2019/20 ","Langston Galloway","7,333,333","8,994,779"
"2019/20 ","Derrick Rose","7,317,074","8,974,837"
"2019/20 ","Brandon Ingram","7,265,485","8,911,560"
"2019/20 ","DJ Augustin","7,250,000","8,892,566"
"2019/20 ","Darius Miller","7,250,000","8,892,566"
"2019/20 ","De'Andre Hunter","7,068,360","8,669,774"
"2019/20 ","Josh Jackson","7,059,480","8,658,882"
"2019/20 ","Davis Bertans","7,000,000","8,585,926"
"2019/20 ","Ersan Ilyasova","7,000,000","8,585,926"
"2019/20 ","Jaren Jackson Jr","6,927,480","8,496,976"
"2019/20 ","Nemanja Bjelica","6,825,000","8,371,278"
"2019/20 ","Jaylen Brown","6,534,829","8,015,366"
"2019/20 ","Jabari Parker","6,500,000","7,972,646"
"2019/20 ","Ivica Zubac","6,481,482","7,949,932"
"2019/20 ","Darius Garland","6,400,920","7,851,118"
"2019/20 ","De'Aaron Fox","6,392,760","7,841,109"
"2019/20 ","Trae Young","6,273,000","7,694,216"
"2019/20 ","Ishmael Smith","6,000,000","7,359,365"
"2019/20 ","Montrezl Harrell","6,000,000","7,359,365"
"2019/20 ","Marco Belinelli","5,846,154","7,170,664"
"2019/20 ","Jarrett Culver","5,813,640","7,130,783"
"2019/20 ","Jonathan Isaac","5,806,440","7,121,952"
"2019/20 ","Rodney Hood","5,718,000","7,013,475"
"2019/20 ","Mo Bamba","5,697,600","6,988,453"
"2019/20 ","Trey Lyles","5,500,000","6,746,085"
"2019/20 ","Aron Baynes","5,453,280","6,688,780"
"2019/20 ","Kris Dunn","5,348,007","6,559,656"
"2019/20 ","Coby White","5,307,120","6,509,506"
"2019/20 ","Lauri Markkanen","5,300,400","6,501,263"
"2019/20 ","Wendell Carter","5,201,400","6,379,834"
"2019/20 ","Luol Deng","5,000,000","6,132,804"
"2019/20 ","Daniel Theis","5,000,000","6,132,804"
"2019/20 ","Jaxson Hayes","4,862,040","5,963,588"
"2019/20 ","Buddy Hield","4,861,207","5,962,566"
"2019/20 ","Frank Ntilikina","4,855,800","5,955,934"
"2019/20 ","Rodney McGruder","4,807,693","5,896,928"
"2019/20 ","Ed Davis","4,767,000","5,847,016"
"2019/20 ","Richaun Holmes","4,767,000","5,847,016"
"2019/20 ","Frank Kaminsky","4,767,000","5,847,016"
"2019/20 ","Mike Scott","4,767,000","5,847,016"
"2019/20 ","Robin Lopez","4,767,000","5,847,016"
"2019/20 ","Avery Bradley","4,767,000","5,847,016"
"2019/20 ","JaMychal Green","4,767,000","5,847,016"
"2019/20 ","Justin Holiday","4,767,000","5,847,016"
"2019/20 ","Garrett Temple","4,767,000","5,847,016"
"2019/20 ","Enes Kanter","4,767,000","5,847,016"
"2019/20 ","Collin Sexton","4,764,960","5,844,513"
"2019/20 ","Rui Hachimura","4,469,160","5,481,697"
"2019/20 ","Kevon Looney","4,464,286","5,475,718"
"2019/20 ","Dennis Smith","4,463,640","5,474,926"
"2019/20 ","Jamal Murray","4,444,746","5,451,751"
"2019/20 ","Kevin Knox","4,380,120","5,372,484"
"2019/20 ","Cam Reddish","4,245,720","5,207,634"
"2019/20 ","Zach Collins","4,240,200","5,200,863"
"2019/20 ","Mikal Bridges","4,161,000","5,103,720"
"2019/20 ","Alex Len","4,160,000","5,102,493"
"2019/20 ","Nicolo Melli","4,102,564","5,032,044"
"2019/20 ","Cameron Johnson","4,033,440","4,947,259"
"2019/20 ","Malik Monk","4,028,400","4,941,078"
"2019/20 ","Patrick McCaw","4,000,000","4,906,243"
"2019/20 ","Reggie Bullock","4,000,000","4,906,243"
"2019/20 ","JaVale McGee","4,000,000","4,906,243"
"2019/20 ","Dorian Finney-Smith","4,000,000","4,906,243"
"2019/20 ","Shai Gilgeous-Alexander","3,952,920","4,848,497"
"2019/20 ","PJ Washington","3,831,840","4,699,985"
"2019/20 ","Luke Kennard","3,827,160","4,694,244"
"2019/20 ","Miles Bridges","3,755,400","4,606,226"
"2019/20 ","Jakob Poeltl","3,754,885","4,605,595"
"2019/20 ","Tyler Herro","3,640,200","4,464,927"
"2019/20 ","Donovan Mitchell","3,635,760","4,459,481"
"2019/20 ","Stanley Johnson","3,623,000","4,443,830"
"2019/20 ","Jake Layman","3,581,986","4,393,524"
"2019/20 ","Thon Maker","3,569,643","4,378,384"
"2019/20 ","Jerome Robinson","3,567,720","4,376,026"
"2019/20 ","Danuel House","3,540,000","4,342,025"
"2019/20 ","Domantas Sabonis","3,529,554","4,329,213"
"2019/20 ","DeMarcus Cousins","3,500,000","4,292,963"
"2019/20 ","TJ McConnell","3,500,000","4,292,963"
"2019/20 ","Boban Marjanovic","3,500,000","4,292,963"
"2019/20 ","Dario Saric","3,481,985","4,270,866"
"2019/20 ","Taurean Prince","3,481,985","4,270,866"
"2019/20 ","Romeo Langford","3,458,400","4,241,938"
"2019/20 ","Bam Adebayo","3,454,080","4,236,639"
"2019/20 ","Michael Porter","3,389,400","4,157,305"
"2019/20 ","Denzel Valentine","3,377,568","4,142,792"
"2019/20 ","Juan Hernangomez","3,321,029","4,073,444"
"2019/20 ","Sekou Doumbouya","3,285,120","4,029,399"
"2019/20 ","Justin Jackson","3,280,920","4,024,248"
"2019/20 ","Troy Brown","3,219,480","3,948,888"
"2019/20 ","Yogi Ferrell","3,150,000","3,863,666"
"2019/20 ","Zhaire Smith","3,058,800","3,751,804"
"2019/20 ","Khem Birch","3,000,000","3,679,682"
"2019/20 ","Quinn Cook","3,000,000","3,679,682"
"2019/20 ","Ryan Arcidiacono","3,000,000","3,679,682"
"2019/20 ","Nickeil Alexander-Walker","2,964,840","3,636,556"
"2019/20 ","DJ Wilson","2,961,120","3,631,994"
"2019/20 ","Cedi Osman","2,907,143","3,565,788"
"2019/20 ","Donte DiVincenzo","2,905,800","3,564,140"
"2019/20 ","Bryn Forbes","2,875,000","3,526,362"
"2019/20 ","Goga Bitadze","2,816,760","3,454,927"
"2019/20 ","TJ Leaf","2,813,280","3,450,659"
"2019/20 ","Lonnie Walker","2,764,200","3,390,459"
"2019/20 ","Alex Caruso","2,750,000","3,373,042"
"2019/20 ","Malik Beasley","2,731,713","3,350,612"
"2019/20 ","Luka Samanic","2,689,920","3,299,350"
"2019/20 ","John Collins","2,686,560","3,295,229"
"2019/20 ","Kevin Huerter","2,636,280","3,233,558"
"2019/20 ","Caris LeVert","2,625,717","3,220,601"
"2019/20 ","Marko Guduric","2,625,000","3,219,722"
"2019/20 ","DeAndre Bembry","2,603,981","3,193,941"
"2019/20 ","Matisse Thybulle","2,582,160","3,167,176"
"2019/20 ","Harry Giles","2,578,800","3,163,055"
"2019/20 ","Wesley Matthews","2,564,753","3,145,825"
"2019/20 ","Kyle Korver","2,564,753","3,145,825"
"2019/20 ","Udonis Haslem","2,564,753","3,145,825"
"2019/20 ","Jared Dudley","2,564,753","3,145,825"
"2019/20 ","Rajon Rondo","2,564,753","3,145,825"
"2019/20 ","Dwight Howard","2,564,753","3,145,825"
"2019/20 ","Tyson Chandler","2,564,753","3,145,825"
"2019/20 ","Thabo Sefolosha","2,564,753","3,145,825"
"2019/20 ","Jose Juan Barea","2,564,753","3,145,825"
"2019/20 ","Wilson Chandler","2,564,753","3,145,825"
"2019/20 ","Vince Carter","2,564,753","3,145,825"
"2019/20 ","Josh Okogie","2,530,680","3,104,033"
"2019/20 ","Vincent Poirier","2,505,793","3,073,507"
"2019/20 ","Rondae Hollis-Jefferson","2,500,000","3,066,402"
"2019/20 ","Brandon Clarke","2,478,840","3,040,448"
"2019/20 ","Terrance Ferguson","2,475,840","3,036,768"
"2019/20 ","Grayson Allen","2,429,400","2,979,807"
"2019/20 ","Alfonzo McKinnie","2,391,985","2,933,915"
"2019/20 ","Grant Williams","2,379,840","2,919,018"
"2019/20 ","Jarrett Allen","2,376,840","2,915,339"
"2019/20 ","Pascal Siakam","2,351,838","2,884,672"
"2019/20 ","Skal Labissiere","2,338,846","2,868,737"
"2019/20 ","Chandler Hutchison","2,332,320","2,860,732"
"2019/20 ","Patrick Patterson","2,331,593","2,859,840"
"2019/20 ","Dejounte Murray","2,321,735","2,847,749"
"2019/20 ","Alec Burks","2,320,044","2,845,675"
"2019/20 ","Damian Jones","2,305,057","2,827,292"
"2019/20 ","Darius Bazley","2,284,800","2,802,446"
"2019/20 ","OG Anunoby","2,281,800","2,798,766"
"2019/20 ","Ante Zizic","2,281,800","2,798,766"
